author,paper_count,total_citations,avg_citations
Bo Yu,1,24,24.0
Rafael Mayo-García,1,24,24.0
Muhittin Hakan Demir,1,24,24.0
Maria Bałazińska,1,24,24.0
Valeria Jana Schwanitz,1,24,24.0
Berfu Solak,1,24,24.0
Kathleen Yang,1,24,24.0
Paul Berthier,1,24,24.0
P. Alison Paprica,1,24,24.0
Derrick L. Cogburn,1,24,24.0
Byron Lowens,1,24,24.0
Maria Luisa Férnandez Vanoni,1,24,24.0
Mohammed Fahad Alghenaim,1,24,24.0
Ilse Custers,1,24,24.0
Hari Priya Kommineni,2,24,12.0
Aleksandra Slavković,1,24,24.0
Massimo Celino,1,24,24.0
Chung‐Hao Chen,1,24,24.0
Harikha Manthena,1,24,24.0
Rafael Abreu,2,24,12.0
Juan Miguel Gómez Berbís,1,24,24.0
Nanette S. Levinson,1,24,24.0
Qi Liao,1,24,24.0
C. Burger-Scheidlin,1,24,24.0
Kazem Mazlumi,1,24,24.0
Diego S. Benítez,1,24,24.0
Katia Dyrda,1,24,24.0
Maria A. Rujano,1,24,24.0
Jeremy Seeman,1,24,24.0
Vassiliki Bamiatzi,1,24,24.0
Claire Connellan,1,24,24.0
José M. Fernandez,1,24,24.0
José Antonio Estrada,1,24,24.0
Eva G. Álvarez,1,24,24.0
Matthew M. Hong,1,24,24.0
Yuan Shen,1,24,24.0
Benjamin Scharte,1,24,24.0
Janeita Reid,1,24,24.0
Fang Xian-wen,1,24,24.0
Khawlah Harahsheh,1,24,24.0
Chris Loken,1,24,24.0
Marc Ghanem,1,24,24.0
Sanwar khan,1,24,24.0
Kevin Joshi,1,24,24.0
Basem Suleiman,1,24,24.0
Anna Neya Kazanskaia,2,24,12.0
Hein S. Venter,1,24,24.0
Felipe Grijalva,1,24,24.0
Fearghal Kearney,1,24,24.0
Rosario G Cartagena,1,24,24.0
Claudia Filippone,1,24,24.0
Birgit Schaffhauser,1,24,24.0
Adesola Soyele,1,24,24.0
Emmanuel Bacry,1,24,24.0
Emmanuel Ogunwobi,1,24,24.0
Khue Le,1,24,24.0
Natnatee Dokmai,1,24,24.0
Sara Bakkali,1,24,24.0
Peter Mayer,1,24,24.0
David Cevallos-Salas,1,24,24.0
Fabian Gogolin,1,24,24.0
Mehmet Efe Biresselioğlu,1,24,24.0
Wamda Nagmeldin,1,24,24.0
Raissa Uskenbayeva,1,24,24.0
Anna Fensel,1,24,24.0
Max Landauer,1,24,24.0
Mihai Surdeanu,1,24,24.0
Sohaib Latif,1,24,24.0
Manfred Paier,1,24,24.0
Giuseppe Peronato,1,24,24.0
Zishen Wan,1,24,24.0
Umara Urooj,1,24,24.0
Robbie Morrison,1,24,24.0
Mikael Skoglund,1,24,24.0
Mikaëla Ngamboé,1,24,24.0
Foluke Ekundayo,1,24,24.0
Paul Stephens,1,24,24.0
Omar Tayan,1,24,24.0
Zhastalap Abilkaiyr,1,24,24.0
Muhammad Johan Alibasa,1,24,24.0
Jonathan Ewbank,1,24,24.0
Cong Hao,1,24,24.0
Iyabode Atoyeb,1,24,24.0
Mohamad Bydon,1,24,24.0
Andrew Thompson,1,24,24.0
Neya Global,2,24,12.0
Yan Xu,1,24,24.0
Kálmán Graffi,1,24,24.0
Carl Virtanen,1,24,24.0
Mahbuba Ferdowsi,1,24,24.0
Mahendranath Ramakrishnan,1,24,24.0
Wafa Habib,1,24,24.0
David Lacroix,1,24,24.0
Constantinos Kolias,1,24,24.0
Mazaher Kianpour,1,24,24.0
Małgorzata Markowska,1,24,24.0
Shuvom Sadhuka,1,24,24.0
Ming Xiao,1,24,24.0
Sebnem Altinci,1,24,24.0
Carlos M. Fernández-Peruchena,1,24,24.0
Avinash Singh,1,24,24.0
August Wierling,1,24,24.0
Georgios Kambourakis,1,24,24.0
Farnaz Farid,1,24,24.0
Torsten Ullrich,1,24,24.0
Elzbieta Titis,1,24,24.0
Carlos Serôdio,2,24,12.0
Poornima Mahadevappa,1,24,24.0
Nicolas Dintzner,1,24,24.0
Rick van Nuland,1,24,24.0
Lili Wang,1,24,24.0
Sergio Contrino,1,24,24.0
Chao Ren,1,24,24.0
Nikola Vasiljević,1,24,24.0
Monique Crichlow,1,24,24.0
Zeeshan Siddiqui,1,24,24.0
Hunter A. Dyer,1,24,24.0
David Froelicher,1,24,24.0
Andy Haines,1,23,23.0
Vineet Kumar,1,23,23.0
Elina Argyridou,1,23,23.0
Patrick C. K. Hung,1,23,23.0
Ronan P. Killeen,1,23,23.0
Melwin Syafrizal,1,23,23.0
Niccolò Tempini,1,23,23.0
Umair Rehman,1,23,23.0
Ark Dev,1,23,23.0
Dylan Ruediger,1,23,23.0
Shao-Fang Wen,1,23,23.0
Lisa Johnston,1,23,23.0
Lisa M. Warner,1,23,23.0
Aonghus Lawlor,1,23,23.0
Apostolos Panagopoulos,1,23,23.0
Ewa Gruszczyńska,1,23,23.0
Brian Golding,1,23,23.0
Mark L. Brongersma,1,23,23.0
Hakeem Adewale Sulaimon,1,23,23.0
Haili Li,1,23,23.0
Christophe Sarran,1,23,23.0
L V Narasimha Prasad,1,23,23.0
Nelli Hankonen,1,23,23.0
Raseena M. Haris,1,23,23.0
Kevin Namiiro Kuteesa,1,23,23.0
C.J. van Rees,1,23,23.0
Santosh Kumar Birthriya,1,23,23.0
Sourya Acharya,1,23,23.0
P. Meyer,1,23,23.0
Eline De Jong,1,23,23.0
Christos Laoudias,1,23,23.0
Owamoyo Najeem,1,23,23.0
Thr Satar Jabar,1,23,23.0
Kyra Hamilton,1,23,23.0
Prince Jain,1,23,23.0
Martin S. Hagger,1,23,23.0
Chris Noone,1,23,23.0
Conor Quinn,1,23,23.0
Muhammad Bilawal Khaskheli,1,23,23.0
Furkan Ahmad,1,23,23.0
Genia Kostka,1,23,23.0
Priyanka Ahlawat,1,23,23.0
Vasiliki Soumpenioti,1,23,23.0
Mark Phillips,1,23,23.0
Gerjo Kok,1,23,23.0
Madu Ifeyinwa Marisa,1,23,23.0
Jake Carlson,1,23,23.0
Jamal Ahmed Alenizi,1,23,23.0
Beatriz Esteves,1,23,23.0
Sebastian Heidebrecht,1,23,23.0
Sumant Anand,1,23,23.0
Chidinma Favour Chikwe,1,23,23.0
Nurul Azma Zakaria,1,23,23.0
Kamta Nath Mishra,1,23,23.0
Adwait S Malik,1,23,23.0
Ruby MacDougall,1,23,23.0
Ibrahim Alrashdi,1,23,23.0
László Kovács,1,23,23.0
Shawn Donnelly,1,23,23.0
Mohammad Amir,1,23,23.0
Harriet Gordon-Brown,1,23,23.0
Raymond Laflamme,1,23,23.0
Shumin Wang,1,23,23.0
Berndt Müller,1,23,23.0
Jayant Giri,1,23,23.0
Marie Kotzur,1,23,23.0
James R. Burrell,1,23,23.0
Juan Mora Zamorano,1,23,23.0
V. Lalitha,1,23,23.0
Elena Ríos Camacho,1,23,23.0
Gordon Nichols,1,23,23.0
Qian Kang,1,23,23.0
Aleksandra Łuszczyńska,1,23,23.0
Alexander J. Rothman,1,23,23.0
Elaine Toomey,1,23,23.0
Gaurav Khare,1,23,23.0
Muhammad Umair Shah,1,23,23.0
Michael H. Depledge,1,23,23.0
Aisha Temitope Arigbabu,1,23,23.0
Siti Rahayu Selamat,1,23,23.0
Yuanyuan Gu,1,23,23.0
Armstrong Nhlabatsi,1,23,23.0
Farkhund Iqbal,1,23,23.0
Basel Katt,1,23,23.0
Giovanni Leonardi,1,23,23.0
Teresa Quintel,1,23,23.0
Fadele Ayotunde Alaba,1,23,23.0
Victor Rodrı́guez-Doncel,1,23,23.0
Sani M. Abdullahi,1,23,23.0
Mehdi Houichi,1,23,23.0
Mauritz Kop,1,23,23.0
Sonal Humane,1,23,23.0
Nanyeneke Ravana Mayeke,1,23,23.0
Anthony Kessel,1,23,23.0
Xin Jiang,1,23,23.0
Diana Navarro-Llobet,1,23,23.0
Lora Fleming,1,23,23.0
Brendan S. Kelly,1,23,23.0
Niamh Belton,1,23,23.0
Joel Herndon,1,23,23.0
Gjalt-Jorn Peters,1,23,23.0
Ayo Amen Ediae,1,23,23.0
Faouzi Jaidi,1,23,23.0
Paolo Vineis,1,23,23.0
Olha Korol,1,22,22.0
Khazail Rzayev,1,22,22.0
Ella Zhou,1,22,22.0
Islay Mactaggart,1,22,22.0
Nataliya Zagorodna,1,22,22.0
Andrea Corsini,1,22,22.0
Yuting Fan,1,22,22.0
Anca C. Yallop,1,22,22.0
Bowei Xi,1,22,22.0
Temitope Samson Adekunle,1,22,22.0
Андрій Власов,1,22,22.0
Mohammad Abdussami,1,22,22.0
Matthew J. Burton,1,22,22.0
Mohd. Hasan Ali,1,22,22.0
Mohd Nor Akmal Khalid,1,22,22.0
R. Gupta,1,22,22.0
Nicola Perra,1,22,22.0
Maike Greve,1,22,22.0
Senthil Kumar Chandrasekaran,1,22,22.0
Rajesh Kumar Chakrawarti,1,22,22.0
Oleksii Petrov,1,22,22.0
Slobodan Petrović,1,22,22.0
Svitlana Balakireva,1,22,22.0
Konstantinos Mersinas,2,22,11.0
Poulami Majumder,1,22,22.0
Carmen Elena Cîrnu,1,22,22.0
Maria Nawaz Chohan,1,22,22.0
Jianguo Chen,1,22,22.0
Amjed Ahmed Al-Kadhimi,1,22,22.0
Andrew Bastawrous,1,22,22.0
Serhii Pohasii,1,22,22.0
Nicolò Gozzi,1,22,22.0
Atin Basuchoudhary,1,22,22.0
Sanjay R. Pawar,1,22,22.0
Isha Pali,1,22,22.0
Sanjeev Kumar,1,22,22.0
Kristin Masuch,1,22,22.0
Haoyu Liu,1,22,22.0
Gary M. Shiffman,1,22,22.0
Nicola Searle,1,22,22.0
H Debat,2,22,11.0
Oreoluwa Onabowale,1,22,22.0
José M. F. Moura,1,22,22.0
Roderick Jackson,1,22,22.0
Oleksandr Shmatko,1,22,22.0
Oleksandr Milov,1,22,22.0
Wayan Surya,1,22,22.0
Joshua Neil,1,22,22.0
Paul Patras,1,22,22.0
Radu Boncea,1,22,22.0
Alesia Chernikova,1,22,22.0
George Cairns,1,22,22.0
Hina Shoukat,1,22,22.0
Olukayode Oki,1,22,22.0
Melissa Turcotte,1,22,22.0
Jacob Moran‐Gilad,1,22,22.0
Adam William Chalmers,1,22,22.0
Jacqueline Ramke,1,22,22.0
Tarandeep Kaur Bhatia,1,22,22.0
Lisa Steiger,1,22,22.0
Alsharif Abuadbba,2,22,11.0
Elina Niemimaa,1,22,22.0
Adrian Victor VEVERA,1,22,22.0
Zeju Cai,1,22,22.0
Cristian Lupaşcu,1,22,22.0
Marko Niemimaa,1,22,22.0
Kwame Opuni-Boachie Obour Agyekum,1,22,22.0
Muhidul Islam Khan,1,22,22.0
Ion Bica,1,22,22.0
Mohammad AlKhanafseh,1,22,22.0
Ketut Mardiansyah,1,22,22.0
Karen E. Adolph,1,22,22.0
Ian McCormick,1,22,22.0
Ian R. Blakesley,1,22,22.0
Nigel M. Bolster,1,22,22.0
Yossi Oren,1,22,22.0
Yair Motro,1,22,22.0
Christine Suver,1,22,22.0
Priscilla Oyeladun Ajiboye,1,22,22.0
Sai Nikhil Vodapally,1,22,22.0
Sathyendra Bhat Jodumutt,1,22,22.0
Hans Limburg,1,22,22.0
Alfred O. Hero,1,22,22.0
Ruhul Amin,1,22,22.0
Ivano Bongiovanni,1,22,22.0
Aziz Mohaisen,1,22,22.0
Salvatore Sciacchitano,1,22,22.0
Harsh Kumar,1,22,22.0
Carmen-Ionela ROTUNĂ,1,22,22.0
Iliya Fayans,1,22,22.0
Sadananda Lingayya,1,22,22.0
Usman Haider,1,22,22.0
Muhammad Yaseen Ayub,1,22,22.0
V. Anoop,1,22,22.0
Gianfranco Nencioni,1,22,22.0
Andrew S. Gordon,1,22,22.0
Robert Butcher,1,22,22.0
Ece Özlem Atikcan,1,22,22.0
Jose Manappattukunnel Lukose,1,22,22.0
Tina Eliassi‐Rad,1,22,22.0
Oscar A. Alvarez,1,22,22.0
Hannah Chroston,1,22,22.0
Alexandru Lupascu,1,22,22.0
Emmanuel Asuming Frimpong,1,22,22.0
Armando Bartolazzi,1,22,22.0
David Millman,1,22,22.0
Simon Trang,1,22,22.0
Janet Reyna,1,22,22.0
Rick O. Gilmore,1,22,22.0
Simona Boboila,1,22,22.0
Soummya Kar,1,22,22.0
Niveen O. Jaffal,1,22,22.0
Muhammad Furqan Ul Hassan,1,22,22.0
Anton Peez,1,21,21.0
Ayesha Altaf,1,21,21.0
Robert V. Bienvenu,1,21,21.0
Abeer Abdullah Alsadhan,1,21,21.0
Katerina Svandova,1,21,21.0
Marianna Jantunen,1,21,21.0
Yanting Shi,1,21,21.0
Naba Hamed,1,21,21.0
Erika Halme,1,21,21.0
Surendra Narang,1,21,21.0
Guy J. Maddern,2,21,10.5
Florin Mihai,1,21,21.0
Joshua G. Kovoor,2,21,10.5
Muhammad Mujtaba Asad,1,21,21.0
Tim Schürmann,1,21,21.0
Maria Mahbub,1,21,21.0
Danielle D. Rushworth,1,21,21.0
Miguel Ángel López Flores,1,21,21.0
Niropam Das,2,21,10.5
Yingshu Li,1,21,21.0
Yini Airet Miró Vera,1,21,21.0
Chad Whelan,1,21,21.0
James Martin,1,21,21.0
Subhasish Das,1,21,21.0
Elizabeth Hull,1,21,21.0
Ștefania Loredana Niță,1,21,21.0
"Srivastava, Abhishek",1,21,21.0
Shafaque Shahzad,1,21,21.0
Mirela Stan,1,21,21.0
Mirela Gheorghe,1,21,21.0
Joel Tolvanen,1,21,21.0
Hamzah Hadi Qasim,1,21,21.0
Joan E. Adamo,1,21,21.0
Cailbhe Doherty,1,21,21.0
Арун Кумар,1,21,21.0
Hyunhee Park,1,21,21.0
Gagandeep Singh,1,21,21.0
Gitika Srivastava,1,21,21.0
Zdeněk Smutný,1,21,21.0
Mohammad Abdul Goffer,2,21,10.5
Christian Haddad,1,21,21.0
Shehu Mohammed,1,21,21.0
"Durak, Gorkem",1,21,21.0
Reeba Zahid,1,21,21.0
Mingyan Li,1,21,21.0
Syed Hassan Ali Shah,1,21,21.0
Andrea Lanzi,1,21,21.0
April Klein,1,21,21.0
Felipe Dolz,1,21,21.0
Jian Wu,1,21,21.0
Akshat Gaurav,1,21,21.0
Akshita Maradapu Vera Venkata Sai,1,21,21.0
Wendy Nilsen,1,21,21.0
Ali A. Yassin,1,21,21.0
Oya Y. Rieger,2,21,10.5
Deep Jyoti Bhuyan,1,21,21.0
Carlos Böhm,1,21,21.0
Peter R.J. Trim,1,21,21.0
Yazan Alahmed,2,21,10.5
Shavi Bansal,1,21,21.0
Marco Altini,1,21,21.0
Michael Liebman,1,21,21.0
Stephen Bacchi,2,21,10.5
Marius Iulian Mihăilescu,1,21,21.0
Anila Gogineni,1,21,21.0
Andrei Stanciu,1,21,21.0
Surendra B. Anantharaman,1,21,21.0
"Cicek, Vedat",1,21,21.0
Faiza Iqbal,1,21,21.0
Clemens Binder,1,21,21.0
Syed Nazmul Hasan,2,21,10.5
Maximus Baldwin,1,21,21.0
Johnson Sunday Oliha,1,21,21.0
Clinton Ronjon Barikdar,2,21,10.5
Raffaele Manini,1,21,21.0
Aziz Nanthaamornphong,1,21,21.0
Chung–Horng Lung,1,21,21.0
Julia Nadine Doetsch,1,21,21.0
"Miller, Frank H.",1,21,21.0
Velibor Božić,1,21,21.0
Razaz Waheeb Attar,1,21,21.0
Kyounglim Kang,1,21,21.0
R. Lambe,1,21,21.0
Chenyu Wang,1,21,21.0
Yang‐Im Lee,1,21,21.0
Raquel Teixeira,1,21,21.0
Jobanpreet Kaur,2,21,10.5
C. Lee Giles,1,21,21.0
Santosh G Honavar,1,21,21.0
Steven C. Hespeler,1,21,21.0
Zhipeng Cai,1,21,21.0
Jagannath Biswakarma,1,21,21.0
Jahid Hassan,2,21,10.5
Rakibul Hasan,2,21,10.5
Aashray Gupta,2,21,10.5
Pablo Moriano,1,21,21.0
Brandon Stretton,2,21,10.5
K. Samunnisa,3,21,7.0
Ahmed Alhomoud,1,21,21.0
Ofelia Ema Aleca,1,21,21.0
Ogagua Chimezie Obi,1,21,21.0
"Håkegård, Jan Erik",1,21,21.0
Seunghyun Park,1,21,21.0
Andrea Popp,1,21,21.0
Meret Aeppli,1,21,21.0
Fahad Sherwani,1,21,21.0
Нішант Гаур,1,21,21.0
Scott J. Steele,1,21,21.0
Simon Davies,1,21,21.0
Tauqir Ahmad,1,21,21.0
Richard Macfarlane,1,21,21.0
Ruidong Li,1,21,21.0
‪Mahmood A. Al-Shareeda‬‏,1,21,21.0
Mithun Mukherjee,1,21,21.0
Jocelyn Cranefield,1,20,20.0
Аленка Баггиа,1,20,20.0
Laura Fichtner,1,20,20.0
Manisha Padala,1,20,20.0
Ayman El-Hajjar,1,20,20.0
Mikel Uriarte,1,20,20.0
Manuel Alonso Braojos,1,20,20.0
Suraj Kumar Mallick,1,20,20.0
Michal Kida,1,20,20.0
Asim Quddus,1,20,20.0
Olga Tzortzatou,1,20,20.0
A. Alabi,1,20,20.0
Harvinder Singh,1,20,20.0
Liwei Zhang,1,20,20.0
Shabanm Kumari,1,20,20.0
Louise Corti,1,20,20.0
Carmen María Alba,1,20,20.0
Mohammed Ashfaaq M. Farzaan,1,20,20.0
Elin Sandahl,1,20,20.0
Deepthi Ratnayake,1,20,20.0
Lemie Gillesania,1,20,20.0
Lena Steinhoff,1,20,20.0
Yong Xiang,1,20,20.0
Leonardo Ferreira,1,20,20.0
Austin Cusak,1,20,20.0
Sung Jai Choi,1,20,20.0
Sung-Jin Lim,1,20,20.0
Saeid Sheikhi,1,20,20.0
Signe Mežinska,1,20,20.0
Chengzan Li,1,20,20.0
Dirk Schiereck,1,20,20.0
Chiedozie Marius Okafor,1,20,20.0
Alenka Brezavšček,1,20,20.0
Arief Bachtiar,1,20,20.0
Mohammad Mamunur Rashid,1,20,20.0
Rohit Valecha,1,20,20.0
Matthew Lewellen,1,20,20.0
Sabarathinam Chockalingam,1,20,20.0
N. Nizam‐Uddin,1,20,20.0
Habtamu Abie,1,20,20.0
Sabina Szymoniak,1,20,20.0
Mabel López,1,20,20.0
Darrell Norman Burrell,1,20,20.0
Mohammed Hassanin,1,20,20.0
Junhyoung Oh,1,20,20.0
Veerle Van den Eynden,1,20,20.0
Juan Manuel Lombardo,1,20,20.0
Marwan Omar,1,20,20.0
H. Raghav Rao,1,20,20.0
Mohammed Jassim Al Ansari,1,20,20.0
S. Velasco,1,20,20.0
Yuning Jiang,1,20,20.0
Min Yang,1,20,20.0
Calvin Nobles,1,20,20.0
Reema Abadla,1,20,20.0
Manfred A. Jeusfeld,1,20,20.0
Mallikarjuna Paramesha,1,20,20.0
Gillian Oliver,1,20,20.0
M. A. López-Gordo,1,20,20.0
Wardani Muhamad,1,20,20.0
Jiajie Zhang,1,20,20.0
Naga Vemprala,1,20,20.0
Jianhui Li,1,20,20.0
Syed Rizwan Hassan,1,20,20.0
Sheikh Imroza Manzoor,1,20,20.0
Liang Ma,1,20,20.0
Liangming Wen,1,20,20.0
Kazi Fatema,1,20,20.0
Kaya Akyüz,1,20,20.0
Shawon S. M. Rahman,1,20,20.0
Lili Zhang,1,20,20.0
Robert R. Downs,1,20,20.0
Daniel Castro Silva,1,20,20.0
Govind Hariharan,1,20,20.0
Sanjeev Jain,1,20,20.0
Alireza Bakhshi Zadi Mahmoodi,1,20,20.0
Daniel Zängerle,1,20,20.0
Marta Fuentes‐García,1,20,20.0
Mirosław Kurkowski,1,20,20.0
Alain Loukaka,1,20,20.0
Jine Tang,1,20,20.0
Md Palash Uddin,1,20,20.0
Longxiang Gao,1,20,20.0
Panos Kostakos,1,20,20.0
Ella Peltonen,1,20,20.0
Jacek Piątkowski,1,20,20.0
Salil Bharany,1,20,20.0
Suhardi Suhardi,1,20,20.0
Sujit Gujar,1,20,20.0
Richa Richa,1,20,20.0
Jinhyung Lee,1,20,20.0
Amit Kumar Tyagi,1,20,20.0
Sankarshan Damle,1,20,20.0
Spencer Lilley,1,20,20.0
Keshav Sood,1,20,20.0
Md Mamunur Rashid,1,20,20.0
Paras Bhatt,1,20,20.0
Ali Sunyaev,1,19,19.0
Rebecca Kuglitsch,1,19,19.0
Jefferson R. Souza,1,19,19.0
Ghitha Afina Nelistiani,1,19,19.0
Muhammad Waseem Iqbal,1,19,19.0
Ikram Sumaiya Thaseen,1,19,19.0
Baokun Zheng,1,19,19.0
Verena Distler,1,19,19.0
Jessica Benner,1,19,19.0
Adel A. Bahaddad,1,19,19.0
Ghufran Ahmed,1,19,19.0
Kristi Yuthas,1,19,19.0
Kateryna Kryvobok,1,19,19.0
Alexander J. Carroll,1,19,19.0
Christiane Lehrer,1,19,19.0
Christie Wiley,1,19,19.0
Erin Carrillo,1,19,19.0
Erin Daix,1,19,19.0
Sabine Lanteri,1,19,19.0
Rahmat Kurnia,1,19,19.0
Muhammad Usman Ashraf,1,19,19.0
Rodrigo Sanches Miani,1,19,19.0
Siu Hong Yu,1,19,19.0
Dimitrios Baltatzis,1,19,19.0
Kris Stacy-Bates,1,19,19.0
Matthew Marsteller,1,19,19.0
Shinwook Heo,1,19,19.0
Seongmin Kim,1,19,19.0
Carly Hafner,1,19,19.0
Sarah Young,1,19,19.0
Maria Stolyarova,1,19,19.0
Maria Tsiodra,1,19,19.0
Anastasia Sergeeva,1,19,19.0
Abubakar Bello,1,19,19.0
Todd Michelson‐Ambelang,1,19,19.0
Michelle Spence,1,19,19.0
Danish Mahmood,1,19,19.0
Diego Domínguez Mejía,1,19,19.0
Michail Chronopoulos,1,19,19.0
Biresh Kumar,1,19,19.0
Fendy Santoso,1,19,19.0
Pallab Banerjee,1,19,19.0
Oliver Werth,1,19,19.0
Yunfei Xing,1,19,19.0
Benjamin Sturm,1,19,19.0
Lu Yu,1,19,19.0
Jaime C. Acosta,1,19,19.0
Asma A. Alhashmi,1,19,19.0
Sanchari Das,1,19,19.0
Oluwatosin Ilori,1,19,19.0
Michael Levi,1,19,19.0
Iryna Chmutova,1,19,19.0
Christopher Kiekintveld,1,19,19.0
George Pangalos,1,19,19.0
Audrey Guinchard,1,19,19.0
Nikolaos Serketzis,1,19,19.0
Angela Henshilwood,1,19,19.0
Leven J. Zheng,1,19,19.0
Andrea Continella,1,19,19.0
Henning Pridöhl,1,19,19.0
Tom Melvin,1,19,19.0
P.M. Soundar Rajan,1,19,19.0
Kishore Sanapala,1,19,19.0
Alexandros Zacharis,1,19,19.0
Margault Sacré,1,19,19.0
Salman Ben Zayed,1,19,19.0
Xiaoju Chen,1,19,19.0
Xiaoqing Guo,1,19,19.0
Xiaowei Chen,1,19,19.0
Abhishta Abhishta,2,19,9.5
Alexander Maedche,1,19,19.0
William H. Mischo,1,19,19.0
Ijaz Ahmed,1,19,19.0
Den Whilrex Garcia,1,19,19.0
Rachel Figueriredo,1,19,19.0
Werisha Ibrar,1,19,19.0
Jennifer Haas,1,19,19.0
Marco Guerrieri,1,19,19.0
Bertha Chang,1,19,19.0
Stanton Heister,1,19,19.0
Sang-Soo Yeo,1,19,19.0
Alexandra Krogman,1,19,19.0
Aishat Oyenike Salami,1,19,19.0
Zilmas Arjuna Brata,1,19,19.0
Ismail Ismail,1,19,19.0
Aashish Mishra,1,19,19.0
Sheeraz Akram,1,19,19.0
Liehuang Zhu,1,19,19.0
Zuopeng Zhang,1,19,19.0
Serhii Kramskyі,1,19,19.0
Henry Nwapali Ndidi Naiho,1,19,19.0
Muhammad Khalid,1,19,19.0
Colin Nickels,1,19,19.0
Hossein Abroshan,1,19,19.0
Hongyu Li,1,19,19.0
Faiza Tazi,1,19,19.0
Edona Elshan,1,19,19.0
Emily Dommermuth,1,19,19.0
Erin Smith,1,19,19.0
Nandi Leslie,1,19,19.0
Erin Thomas,1,19,19.0
Gohar Mumtaz,1,19,19.0
Aggrey Mukasa Simiyu,1,19,19.0
David Bloom,1,19,19.0
David Brown,1,19,19.0
Dominik Herrmann,1,19,19.0
Gabriel Vasconcelos,1,19,19.0
Abdulbasit A. Darem,1,19,19.0
Junibel De La Cruz,1,19,19.0
Anthony Finn,1,19,19.0
Nandhini Mahesh,1,19,19.0
Mohammad AlMuhaini,1,19,19.0
Daqing He,1,19,19.0
Titi Akinsanmi,1,19,19.0
T.P. LOZOVA,1,19,19.0
John McAlaney,1,19,19.0
John Dale,1,19,19.0
Volkan Topalli,1,19,19.0
Changjun Jiang,1,19,19.0
Mary C. Schlembach,1,19,19.0
Mindy Thuna,1,19,19.0
Jacqui Taylor-Jackson,1,19,19.0
Ridhima Sharma,1,19,19.0
Larry Thompson,1,19,19.0
Yeon-sup Lim,1,19,19.0
Abdul Basit,1,19,19.0
Md. Ahsan Ayub,1,19,19.0
Anjon Basak,1,19,19.0
Cheng Wang,1,19,19.0
Ambareen Siraj,1,19,19.0
Noorhidawati Abdullah,3,19,6.333333333333333
Princewill Onumadu,1,19,19.0
Rebecca Springer,1,19,19.0
Elizabeth Daniel,1,19,19.0
Fred Rascoe,1,19,19.0
Lisha Li,1,19,19.0
Jeffrey L. Foster,1,19,19.0
Salmon Oliech Owidi,1,19,19.0
M. Vanitha,1,19,19.0
Christos Ilioudis,1,19,19.0
Hao Tang,1,19,19.0
Saerom Park,1,19,19.0
Marie Ouellet,1,19,19.0
R. Sakthivel,1,19,19.0
R. V. Gundur,1,19,19.0
Kexin Shi,1,19,19.0
Masoud Khanmohamadi,1,19,19.0
Meng Shen,1,19,19.0
James Crotty,1,19,19.0
Hartmut Hoehle,1,19,19.0
Joanne Nabwire Lyanda,1,19,19.0
Sunny Shrestha,1,19,19.0
Muhammad Ahmad,1,19,19.0
Vitor Guizlini,1,19,19.0
Anurag Sinha,1,19,19.0
Abbey Lewis,1,19,19.0
Yi Shen,1,19,19.0
Virginia Pannabecker,1,19,19.0
Lennon Y. C. Chang,1,19,19.0
J. P. Zheng,1,19,19.0
J. Gary Meszaros,1,18,18.0
Ahmed Anwar,2,18,9.0
Ian Brown,1,18,18.0
Liyuan Liu,1,18,18.0
Tayseer Alkhdour,1,18,18.0
Babiker Hussien Ahmed,1,18,18.0
Azah Anir Norman,1,18,18.0
"Solaiman, Barry",1,18,18.0
Keymanthri Moodley,1,18,18.0
Nanda Rani,3,18,6.0
Didier Bigo,1,18,18.0
"Cohen, I. Glenn 1978-",1,18,18.0
Lev Streltsov,1,18,18.0
Qunita Brown,1,18,18.0
Anna Vatsanidou,1,18,18.0
Waqar M. Naqvi,1,18,18.0
Akinul Islam Jony,1,18,18.0
Euripidis Glavas,1,18,18.0
Marcelo Corrales Compagnucci,1,18,18.0
Grace Bower,1,18,18.0
Rida Khatoun,1,18,18.0
David Lyon,1,18,18.0
Becky Kazansky,1,18,18.0
Belal Mahmoud AlWadi,1,18,18.0
Luther Kington Nwobodo,1,18,18.0
Ayodeji Enoch Adegbola,1,18,18.0
Abrar Alismail,1,18,18.0
Komal Khandelwal,1,18,18.0
Pietro Biondi,1,18,18.0
Nils Gruschka,1,18,18.0
Adly S. Tag Eldien,1,18,18.0
Chioma Susan Nwaimo,1,18,18.0
Michael Weinhardt,1,18,18.0
Burcu Yaşar,1,18,18.0
Bikash Saha,3,18,6.0
T. Ous,1,18,18.0
Sandeep K. Shukla,3,18,6.0
Lucas Melgaço,1,18,18.0
M.I. Franklin,1,18,18.0
Vinit Hegiste,2,18,9.0
Hussain Mutlaq Alnajrani,1,18,18.0
Rami Shehab,1,18,18.0
Tatjana Legler,2,18,9.0
Sultanul Arifeen Hamim,1,18,18.0
Ahmed M. Tawfik,1,18,18.0
Martin Bedoya,1,18,18.0
Francesca Bassi,1,18,18.0
Shreya Sreeram,1,18,18.0
Siddhi Hegde,1,18,18.0
M. Rajarajan,1,18,18.0
Ronald J. Deibert,1,18,18.0
Deepak K. Tosh,1,18,18.0
Meng Han,1,18,18.0
Fadi Al‐Turjman,2,18,9.0
Rishi P Mediratta,1,18,18.0
Gaurav Mishra,1,18,18.0
