Source,Target,Weight
computer security,position paper,4
engineering,environmental ethics,20
engineering,epistemology,104
engineering,law and economics,14
engineering,perspective (graphical),29
engineering,position paper,4
engineering,trustworthiness,12
engineering ethics,environmental ethics,20
engineering ethics,epistemology,57
engineering ethics,law and economics,11
engineering ethics,perspective (graphical),17
engineering ethics,philosophy,82
engineering ethics,trustworthiness,9
environmental ethics,epistemology,8
environmental ethics,law,11
environmental ethics,law and economics,4
environmental ethics,philosophy,27
environmental ethics,political science,21
environmental ethics,psychology,6
environmental ethics,sociology,18
epistemology,finance,22
epistemology,law,105
epistemology,law and economics,16
epistemology,perspective (graphical),17
epistemology,political science,125
epistemology,trustworthiness,6
finance,law and economics,10
finance,perspective (graphical),7
finance,philosophy,61
finance,position (finance),6
finance,psychology,43
finance,trustworthiness,5
law,law and economics,69
law,position (finance),4
law,position paper,4
law and economics,perspective (graphical),4
law and economics,philosophy,25
law and economics,political science,74
law and economics,psychology,12
law and economics,sociology,55
law and economics,world wide web,13
perspective (graphical),philosophy,24
perspective (graphical),psychology,34
perspective (graphical),sociology,25
perspective (graphical),trustworthiness,3
perspective (graphical),world wide web,27
philosophy,trustworthiness,9
political science,position (finance),5
political science,position paper,4
position (finance),sociology,4
position paper,world wide web,4
psychology,trustworthiness,11
sociology,trustworthiness,7
trustworthiness,world wide web,10
generative grammar,internet privacy,5
architectural engineering,business,10
architectural engineering,economics,5
architectural engineering,electrical engineering,4
architectural engineering,engineering,22
architectural engineering,environmental economics,3
architectural engineering,physics,5
architectural engineering,quantum mechanics,3
business,electricity,18
economics,electricity,19
economics,electricity generation,3
economics,smart grid,15
electrical engineering,electricity,35
electrical engineering,electricity generation,3
electricity,electricity generation,4
electricity,engineering,35
electricity,environmental economics,14
electricity,physics,13
electricity,power (physics),11
electricity,quantum mechanics,12
electricity,smart grid,21
electricity generation,engineering,3
electricity generation,environmental economics,3
electricity generation,physics,3
electricity generation,power (physics),3
electricity generation,quantum mechanics,3
environmental economics,physics,13
environmental economics,power (physics),10
environmental economics,quantum mechanics,11
environmental economics,smart grid,14
authentication (law),computer network,20
authentication (law),cryptographic protocol,3
authentication (law),cryptography,10
authentication (law),encryption,18
authentication (law),engineering,14
authentication (law),key (lock),5
authentication (law),mathematical analysis,5
authentication (law),mathematics,8
authentication (law),scheme (mathematics),4
authentication (law),telecommunications,12
authentication (law),wireless,6
computer network,cryptographic protocol,6
computer network,cryptography,26
computer network,encryption,36
computer network,key (lock),20
computer network,mathematical analysis,10
computer network,node (physics),13
computer network,public-key cryptography,7
computer network,scheme (mathematics),9
computer network,security analysis,6
computer network,structural engineering,13
computer science,node (physics),15
computer science,security analysis,10
computer science,structural engineering,21
computer security,node (physics),14
computer security,security analysis,10
computer security,structural engineering,17
cryptographic protocol,key (lock),3
cryptography,engineering,15
cryptography,key (lock),17
cryptography,mathematical analysis,7
cryptography,mathematics,16
cryptography,node (physics),3
cryptography,scheme (mathematics),6
cryptography,security analysis,5
cryptography,structural engineering,3
cryptography,telecommunications,12
cryptography,wireless,5
encryption,engineering,19
encryption,node (physics),5
encryption,security analysis,5
encryption,structural engineering,5
encryption,telecommunications,17
encryption,wireless,4
engineering,node (physics),15
engineering,public-key cryptography,3
engineering,scheme (mathematics),6
engineering,structural engineering,23
key (lock),node (physics),3
key (lock),scheme (mathematics),5
key (lock),security analysis,4
key (lock),structural engineering,4
mathematical analysis,public-key cryptography,3
mathematical analysis,telecommunications,8
mathematical analysis,wireless,3
mathematics,node (physics),3
mathematics,security analysis,3
mathematics,structural engineering,3
node (physics),structural engineering,15
node (physics),telecommunications,6
node (physics),wireless,5
public-key cryptography,scheme (mathematics),3
public-key cryptography,telecommunications,3
structural engineering,telecommunications,6
structural engineering,wireless,5
computer science,strengths and weaknesses,18
data mining,social psychology,13
data mining,visualization,10
data science,strengths and weaknesses,9
psychology,strengths and weaknesses,8
social psychology,strengths and weaknesses,8
business,publishing,7
computer science,publishing,29
government (linguistics),internet privacy,27
internet privacy,publishing,6
law,publishing,29
linguistics,publishing,3
linguistics,social media,8
philosophy,publishing,5
philosophy,social media,9
political science,publishing,29
public relations,publishing,8
computer science,mental health,22
computer science,preprint,6
data science,mental health,9
data science,preprint,4
mental health,psychiatry,19
mental health,psychology,28
mental health,world wide web,8
preprint,psychology,5
preprint,world wide web,6
psychiatry,psychology,51
autonomy,health care,12
autonomy,medicine,15
autonomy,nursing,3
autonomy,public relations,12
autonomy,qualitative research,3
autonomy,social science,6
autonomy,sociology,16
autonomy,thematic analysis,3
health care,nursing,66
health care,qualitative research,11
health care,social science,17
health care,stakeholder,9
health care,thematic analysis,9
law,nursing,87
law,stakeholder,28
law,thematic analysis,19
medicine,nursing,140
medicine,stakeholder,10
medicine,thematic analysis,10
nursing,political science,99
nursing,psychology,42
nursing,public relations,39
nursing,qualitative research,9
nursing,social science,14
nursing,sociology,25
nursing,stakeholder,5
nursing,thematic analysis,7
psychology,qualitative research,21
psychology,stakeholder,7
psychology,thematic analysis,16
alternative medicine,blockchain,30
alternative medicine,clinical trial,7
alternative medicine,software deployment,6
alternative medicine,software engineering,12
biology,blockchain,38
biology,clinical trial,3
biology,software deployment,29
blockchain,botany,7
blockchain,data sharing,28
blockchain,knowledge management,36
blockchain,medicine,42
blockchain,pathology,33
blockchain,taxonomy (biology),5
botany,software deployment,4
clinical trial,computer science,9
clinical trial,computer security,3
clinical trial,data science,3
clinical trial,data sharing,6
clinical trial,medicine,14
clinical trial,pathology,11
data sharing,software deployment,7
data sharing,software engineering,8
knowledge management,software engineering,28
medicine,software deployment,19
medicine,software engineering,27
medicine,taxonomy (biology),4
pathology,software deployment,11
pathology,software engineering,16
software deployment,taxonomy (biology),3
applied psychology,operating system,4
computer security,human–computer interaction,42
cyber-physical system,data science,19
cyber-physical system,human–computer interaction,3
cyber-physical system,psychology,3
human–computer interaction,operating system,23
adaptability,knowledge management,7
adaptability,political science,3
artificial intelligence,leverage (statistics),37
artificial intelligence,privacy by design,18
artificial intelligence,realm,12
biology,leverage (statistics),9
biology,privacy by design,18
biology,realm,6
biology,scalability,14
computer science,leverage (statistics),52
computer science,privacy by design,72
computer science,realm,24
computer security,leverage (statistics),25
computer security,privacy by design,60
computer security,realm,15
database,ecology,5
database,privacy by design,3
ecology,leverage (statistics),3
ecology,privacy by design,3
ecology,realm,4
encryption,knowledge management,8
encryption,law,19
encryption,political science,19
encryption,privacy by design,6
encryption,scalability,11
information privacy,leverage (statistics),6
information privacy,privacy by design,71
information privacy,scalability,21
internet privacy,leverage (statistics),10
internet privacy,privacy by design,64
internet privacy,realm,7
internet privacy,scalability,11
knowledge management,leverage (statistics),7
knowledge management,privacy by design,12
knowledge management,realm,6
knowledge management,scalability,14
law,leverage (statistics),18
law,privacy by design,30
law,realm,23
law,scalability,15
leverage (statistics),political science,20
political science,privacy by design,34
political science,realm,23
political science,scalability,15
privacy by design,scalability,3
business,cyber-physical system,25
business,geochemistry,3
business,geology,7
business,intrusion,3
business,open research,14
cyber-physical system,intrusion detection system,6
cyber-physical system,risk analysis (engineering),21
cyber-physical system,world wide web,10
geochemistry,operating system,6
geochemistry,world wide web,4
geology,operating system,9
geology,risk analysis (engineering),5
geology,world wide web,4
intrusion,open research,3
intrusion,operating system,6
intrusion,risk analysis (engineering),3
intrusion,world wide web,4
intrusion detection system,operating system,42
open research,operating system,13
open research,risk analysis (engineering),12
computer forensics,computer science,11
computer forensics,computer security,11
computer forensics,cyber crime,3
computer forensics,data science,6
computer forensics,digital evidence,9
computer forensics,digital forensics,11
computer forensics,internet privacy,4
computer forensics,law,4
computer forensics,network forensics,3
computer forensics,political science,4
computer forensics,the internet,5
computer forensics,world wide web,5
computer science,cyber crime,8
computer science,cybercrime,69
computer science,digital evidence,16
computer science,digital forensics,27
computer science,law enforcement,25
computer science,network forensics,5
computer security,cyber crime,8
computer security,cybercrime,62
computer security,digital evidence,16
computer security,digital forensics,27
computer security,law enforcement,19
computer security,network forensics,5
cyber crime,cybercrime,3
cyber crime,data science,4
cyber crime,digital evidence,3
cyber crime,digital forensics,3
cyber crime,internet privacy,4
cyber crime,law,3
cyber crime,political science,5
cyber crime,the internet,8
cyber crime,world wide web,8
cybercrime,data science,8
cybercrime,digital evidence,4
cybercrime,digital forensics,5
cybercrime,internet privacy,37
cybercrime,law,35
cybercrime,law enforcement,8
cybercrime,political science,38
cybercrime,the internet,69
cybercrime,world wide web,69
data science,digital evidence,10
data science,digital forensics,16
data science,law enforcement,6
data science,network forensics,4
digital evidence,digital forensics,16
digital evidence,internet privacy,5
digital evidence,law,6
digital evidence,law enforcement,3
digital evidence,network forensics,3
digital evidence,political science,6
digital evidence,the internet,7
digital evidence,world wide web,9
digital forensics,internet privacy,9
digital forensics,law,10
digital forensics,law enforcement,3
digital forensics,network forensics,5
digital forensics,political science,11
digital forensics,the internet,10
digital forensics,world wide web,13
internet privacy,law enforcement,13
internet privacy,open research,7
law,law enforcement,28
law,open research,7
law enforcement,political science,29
law enforcement,the internet,12
law enforcement,world wide web,13
network forensics,the internet,4
network forensics,world wide web,4
open research,political science,9
open research,the internet,6
accountability,economics,10
accountability,financial services,4
accountability,leverage (statistics),3
accountability,risk analysis (engineering),12
artificial intelligence,financial services,8
artificial intelligence,macroeconomics,12
artificial intelligence,risk analysis (engineering),104
business,financial crisis,6
business,financial services,45
business,leverage (statistics),15
business,macroeconomics,23
business,systemic risk,3
computer science,financial crisis,4
computer science,financial services,29
computer science,macroeconomics,31
computer security,financial crisis,3
computer security,financial services,15
computer security,macroeconomics,15
economics,financial crisis,6
economics,financial services,13
economics,leverage (statistics),9
economics,macroeconomics,41
economics,risk analysis (engineering),49
economics,systemic risk,3
finance,financial crisis,4
finance,financial services,43
finance,leverage (statistics),4
finance,macroeconomics,9
finance,systemic risk,3
financial crisis,law,3
financial crisis,macroeconomics,6
financial crisis,political science,3
financial crisis,systemic risk,3
financial services,law,8
financial services,leverage (statistics),3
financial services,macroeconomics,4
financial services,political science,10
financial services,risk analysis (engineering),6
financial services,transparency (behavior),8
law,macroeconomics,14
leverage (statistics),transparency (behavior),3
macroeconomics,political science,14
macroeconomics,risk analysis (engineering),5
macroeconomics,systemic risk,3
macroeconomics,transparency (behavior),4
artificial intelligence,decision tree,28
artificial intelligence,identification (biology),37
artificial intelligence,information system,4
artificial intelligence,management science,89
artificial intelligence,microeconomics,14
artificial intelligence,operations research,14
biology,decision tree,5
biology,information system,6
biology,operations research,3
botany,electrical engineering,3
computer science,decision tree,28
computer science,game theory,5
computer science,information operations,3
computer science,information system,34
computer science,information warfare,5
computer science,operations research,35
computer security,decision tree,10
computer security,game theory,4
computer security,information operations,3
computer security,information system,25
computer security,information warfare,4
computer security,management science,34
computer security,microeconomics,29
computer security,operations research,21
data science,electrical engineering,37
data science,game theory,3
data science,information system,11
data science,operations research,6
economics,game theory,4
economics,identification (biology),4
economics,information system,8
economics,operations research,12
economics,trustworthiness,8
electrical engineering,information system,18
electrical engineering,management science,6
electrical engineering,microeconomics,7
electrical engineering,operations research,6
engineering,information system,21
engineering,operations research,36
game theory,microeconomics,4
identification (biology),management science,4
information system,management science,3
management science,operations research,5
microeconomics,trustworthiness,3
disease,disease surveillance,3
disease,economic growth,22
disease,economics,26
disease,global health,7
disease,health care,23
disease,nursing,20
disease,political science,55
disease,public health,19
disease,public relations,28
disease surveillance,infectious disease (medical specialty),3
disease surveillance,medicine,3
disease surveillance,pathology,3
disease surveillance,public health,3
economic growth,global health,6
economic growth,infectious disease (medical specialty),20
economic growth,nursing,23
economic growth,political science,94
economic growth,public health,12
economic growth,public relations,33
economics,global health,6
economics,infectious disease (medical specialty),24
economics,nursing,28
economics,public health,15
global health,health care,9
global health,infectious disease (medical specialty),7
global health,medicine,11
global health,nursing,7
global health,pathology,9
global health,political science,8
global health,public health,9
global health,public relations,9
health care,infectious disease (medical specialty),20
health care,public health,33
infectious disease (medical specialty),nursing,20
infectious disease (medical specialty),political science,51
infectious disease (medical specialty),public health,19
infectious disease (medical specialty),public relations,27
nursing,pathology,41
nursing,public health,62
political science,public health,49
public health,public relations,32
mathematics education,pedagogy,26
alternative medicine,cryptographic protocol,5
alternative medicine,cryptography,16
alternative medicine,encryption,20
alternative medicine,key (lock),20
alternative medicine,public-key cryptography,4
computer science,database transaction,29
computer science,hash function,19
computer science,mobile payment,4
computer security,database transaction,24
computer security,hash function,19
computer security,mobile payment,3
cryptographic protocol,medicine,5
cryptographic protocol,pathology,5
cryptographic protocol,protocol (science),5
cryptography,database,11
cryptography,database transaction,4
cryptography,hash function,9
cryptography,medicine,18
cryptography,pathology,16
cryptography,protocol (science),10
cryptography,world wide web,15
database,database transaction,17
database,hash function,3
database,key (lock),10
database,payment,3
database,protocol (science),3
database,telecommunications,9
database transaction,encryption,4
database transaction,key (lock),3
database transaction,payment,4
database transaction,world wide web,7
encryption,hash function,8
encryption,medicine,22
encryption,mobile payment,3
encryption,pathology,20
encryption,payment,3
encryption,protocol (science),7
hash function,key (lock),3
hash function,medicine,3
hash function,public-key cryptography,5
hash function,world wide web,5
key (lock),medicine,30
key (lock),pathology,21
key (lock),protocol (science),6
medicine,payment,3
medicine,public-key cryptography,4
mobile payment,payment,3
mobile payment,world wide web,4
pathology,public-key cryptography,4
payment,telecommunications,4
protocol (science),telecommunications,7
protocol (science),world wide web,13
algorithm,alternative medicine,4
algorithm,cryptography,16
algorithm,differential privacy,4
algorithm,geometry,11
algorithm,medicine,10
algorithm,pathology,5
algorithm,programming language,16
algorithm,set (abstract data type),4
algorithm,theoretical computer science,10
algorithm,verifiable secret sharing,3
alternative medicine,differential privacy,5
alternative medicine,geometry,4
alternative medicine,mathematical analysis,10
alternative medicine,mathematics,32
alternative medicine,scheme (mathematics),5
alternative medicine,zero-knowledge proof,3
blockchain,differential privacy,4
blockchain,geometry,15
blockchain,mathematical analysis,11
blockchain,mathematics,37
blockchain,protocol (science),5
blockchain,scheme (mathematics),8
blockchain,set (abstract data type),5
blockchain,theoretical computer science,5
blockchain,verifiable secret sharing,3
blockchain,zero-knowledge proof,3
computer science,verifiable secret sharing,8
computer security,set (abstract data type),49
computer security,verifiable secret sharing,7
cryptography,data mining,8
cryptography,differential privacy,4
cryptography,programming language,11
cryptography,set (abstract data type),4
cryptography,theoretical computer science,15
cryptography,verifiable secret sharing,3
data mining,geometry,23
data mining,scheme (mathematics),6
data mining,set (abstract data type),17
differential privacy,mathematics,5
differential privacy,medicine,7
differential privacy,pathology,5
differential privacy,programming language,5
differential privacy,theoretical computer science,3
geometry,mathematical analysis,9
geometry,medicine,11
geometry,pathology,5
geometry,programming language,24
geometry,scheme (mathematics),4
geometry,set (abstract data type),8
mathematical analysis,medicine,25
mathematical analysis,pathology,16
mathematical analysis,programming language,19
mathematical analysis,set (abstract data type),6
mathematical analysis,theoretical computer science,3
mathematics,medicine,86
mathematics,pathology,49
mathematics,programming language,77
mathematics,protocol (science),5
mathematics,set (abstract data type),25
mathematics,verifiable secret sharing,4
medicine,scheme (mathematics),5
medicine,zero-knowledge proof,3
pathology,scheme (mathematics),5
pathology,zero-knowledge proof,3
programming language,protocol (science),7
programming language,scheme (mathematics),4
programming language,theoretical computer science,9
programming language,verifiable secret sharing,8
protocol (science),set (abstract data type),4
set (abstract data type),theoretical computer science,4
set (abstract data type),verifiable secret sharing,8
artificial intelligence,process management,34
business,business administration,3
business,generative grammar,17
generative grammar,process management,4
accountability,mechanical engineering,4
accountability,process management,11
accountability,software engineering,5
artificial intelligence,marketing,72
artificial intelligence,robot,31
artificial intelligence,robotics,20
artificial intelligence,traceability,3
automation,business,25
automation,marketing,11
automation,process management,7
automation,software engineering,8
automation,transparency (behavior),3
big data,engineering management,12
big data,marketing,52
big data,process management,13
big data,robot,3
big data,robotics,4
big data,software engineering,20
big data,traceability,3
business,mechanical engineering,109
business,robot,6
business,robotics,5
computer science,robot,31
computer science,robotics,20
computer security,robot,13
computer security,robotics,7
engineering,robot,11
engineering,robotics,10
engineering management,robot,4
engineering management,robotics,4
law,process management,51
law,robot,8
law,robotics,7
law,software engineering,20
law,supply chain,3
marketing,mechanical engineering,23
marketing,robot,3
marketing,robotics,3
mechanical engineering,process management,17
mechanical engineering,software engineering,10
mechanical engineering,transparency (behavior),11
operating system,robot,11
operating system,robotics,6
operating system,software engineering,55
operating system,traceability,4
political science,process management,62
political science,robot,9
political science,robotics,8
political science,software engineering,22
political science,supply chain,3
robot,robotics,19
anomaly detection,internet of things,15
anomaly detection,the internet,18
accounting,confidentiality,3
accounting,data mining,8
accounting,information privacy,5
accounting,machine learning,8
accounting,mathematics,10
accounting,statistics,5
accounting,variance (accounting),3
artificial intelligence,confidentiality,30
artificial intelligence,differential privacy,12
artificial intelligence,econometrics,6
computer science,econometrics,11
computer science,estimator,3
computer science,private information retrieval,3
computer science,variance (accounting),3
computer security,econometrics,4
computer security,inference,8
computer security,private information retrieval,3
confidentiality,differential privacy,6
confidentiality,machine learning,13
confidentiality,statistics,6
data mining,inference,4
data mining,statistics,23
differential privacy,economics,4
differential privacy,machine learning,7
differential privacy,statistics,3
econometrics,economics,13
econometrics,machine learning,3
econometrics,mathematics,6
econometrics,statistics,4
economics,statistics,31
estimator,mathematics,3
estimator,statistics,3
inference,information privacy,4
inference,mathematics,5
information privacy,machine learning,30
information privacy,statistics,7
mathematics,variance (accounting),3
computer science,legislation,29
data protection act 1998,harm,6
data protection act 1998,legislation,14
data protection act 1998,neuroscience,4
data protection act 1998,programming language,20
data protection act 1998,psychology,18
data protection act 1998,scope (computer science),6
harm,legislation,3
harm,programming language,7
harm,psychology,16
internet privacy,legislation,20
law,legislation,33
legislation,political science,33
legislation,programming language,4
legislation,psychology,6
neuroscience,programming language,5
psychology,scope (computer science),11
computer science,multidisciplinary approach,21
computer science,resilience (materials science),68
computer security,implementation,29
computer security,multidisciplinary approach,9
computer security,resilience (materials science),55
cyber-physical system,key (lock),6
cyber-physical system,knowledge management,10
cyber-physical system,resilience (materials science),10
cyber-physical system,software engineering,3
cyber-physical system,thermodynamics,12
implementation,key (lock),7
implementation,knowledge management,11
implementation,law,10
implementation,operating system,17
implementation,physics,4
implementation,political science,12
key (lock),knowledge management,44
key (lock),law,39
key (lock),multidisciplinary approach,3
key (lock),political science,51
key (lock),resilience (materials science),9
key (lock),software engineering,11
knowledge management,multidisciplinary approach,12
knowledge management,resilience (materials science),15
knowledge management,thermodynamics,13
law,multidisciplinary approach,19
law,resilience (materials science),18
law,thermodynamics,20
multidisciplinary approach,operating system,8
multidisciplinary approach,physics,4
multidisciplinary approach,political science,19
operating system,resilience (materials science),27
operating system,thermodynamics,32
physics,resilience (materials science),65
physics,software engineering,13
political science,resilience (materials science),22
political science,thermodynamics,23
resilience (materials science),software engineering,6
resilience (materials science),thermodynamics,65
software engineering,thermodynamics,7
artificial intelligence,pedagogy,49
artificial intelligence,public relations,68
artificial intelligence,tourism,3
artificial intelligence,transformative learning,37
computer science,hospitality,5
computer science,tourism,11
engineering,generative grammar,33
engineering ethics,generative grammar,24
generative grammar,law,22
generative grammar,pedagogy,12
generative grammar,political science,27
generative grammar,public relations,5
generative grammar,sociology,23
generative grammar,transformative learning,7
hospitality,knowledge management,4
hospitality,law,7
hospitality,political science,7
hospitality,sociology,5
hospitality,tourism,7
knowledge management,tourism,5
law,tourism,12
political science,tourism,12
sociology,tourism,6
artificial intelligence,dimension (graph theory),6
artificial intelligence,insider,3
artificial intelligence,mathematical economics,3
artificial intelligence,perception,16
artificial intelligence,risk perception,3
business,dimension (graph theory),4
business,insider,5
business,insider threat,4
computer science,dimension (graph theory),13
computer science,insider,14
computer science,insider threat,8
computer science,mathematical economics,9
dimension (graph theory),economics,4
dimension (graph theory),law,7
dimension (graph theory),mathematics,13
dimension (graph theory),political science,9
dimension (graph theory),psychology,5
dimension (graph theory),pure mathematics,13
economics,mathematical economics,7
economics,perception,9
economics,variety (cybernetics),11
finance,mathematics,27
finance,neuroscience,4
finance,perception,3
finance,pure mathematics,8
finance,variety (cybernetics),6
insider,insider threat,8
insider,law,14
insider,mathematics,3
insider,political science,14
insider,risk analysis (engineering),3
insider threat,law,8
insider threat,political science,8
insider threat,risk analysis (engineering),3
law,variety (cybernetics),24
mathematical economics,mathematics,6
mathematics,risk analysis (engineering),65
mathematics,variety (cybernetics),22
neuroscience,pure mathematics,4
neuroscience,risk analysis (engineering),3
neuroscience,telecommunications,4
perception,pure mathematics,4
perception,risk analysis (engineering),3
political science,variety (cybernetics),29
psychology,risk analysis (engineering),29
psychology,telecommunications,17
psychology,variety (cybernetics),15
pure mathematics,risk analysis (engineering),26
pure mathematics,variety (cybernetics),12
risk analysis (engineering),variety (cybernetics),8
telecommunications,variety (cybernetics),9
artificial intelligence,government (linguistics),22
artificial intelligence,value (mathematics),15
business,business value,5
business,emerging technologies,53
business,human capital,6
business,public value,4
business,value (mathematics),42
business value,computer science,5
business value,computer security,3
business value,economics,5
business value,machine learning,4
business value,value (mathematics),4
computer science,human capital,4
computer science,public value,4
computer science,value (mathematics),59
computer security,emerging technologies,36
computer security,open government,5
computer security,value (mathematics),24
economic growth,emerging technologies,7
economic growth,government (linguistics),26
economic growth,human capital,5
economic growth,linguistics,29
economic growth,philosophy,49
economic growth,value (mathematics),5
economics,emerging technologies,15
economics,human capital,5
economics,value (mathematics),18
emerging technologies,government (linguistics),4
emerging technologies,linguistics,3
emerging technologies,machine learning,4
emerging technologies,operating system,24
emerging technologies,philosophy,7
emerging technologies,public relations,10
emerging technologies,transparency (behavior),4
government (linguistics),machine learning,3
government (linguistics),operating system,20
human capital,political science,5
linguistics,operating system,44
linguistics,value (mathematics),4
machine learning,public relations,23
machine learning,public value,4
machine learning,transparency (behavior),21
machine learning,value (mathematics),58
operating system,public relations,44
operating system,value (mathematics),9
philosophy,value (mathematics),9
political science,public value,4
political science,value (mathematics),35
public relations,public value,4
public relations,value (mathematics),16
public value,value (mathematics),4
transparency (behavior),value (mathematics),5
biochemistry,database,8
biochemistry,economics,17
biochemistry,machine learning,21
biochemistry,scalability,6
biochemistry,sociology,12
biochemistry,transparency (behavior),10
chemistry,database,8
chemistry,demography,5
chemistry,economics,21
chemistry,machine learning,28
chemistry,population,5
chemistry,publishing,3
chemistry,scalability,6
chemistry,sociology,19
chemistry,transparency (behavior),10
competitor analysis,computer science,3
computer science,data publishing,8
computer science,demography,28
computer science,population,52
computer security,data publishing,3
computer security,demography,20
computer security,population,29
computer security,publishing,7
data mining,data publishing,5
data mining,demography,5
data mining,population,8
data mining,publishing,8
data mining,scalability,22
data publishing,law,8
data publishing,political science,8
data publishing,publishing,8
data publishing,sociology,3
database,demography,3
database,gene,9
database,management,3
database,population,5
database,theoretical computer science,5
demography,economics,12
demography,law,7
demography,machine learning,7
demography,political science,10
demography,population,26
demography,sociology,29
economics,gene,9
economics,population,19
economics,publishing,5
economics,scalability,19
gene,machine learning,19
gene,scalability,6
gene,sociology,7
gene,transparency (behavior),6
law,population,24
law,theoretical computer science,3
machine learning,population,8
machine learning,publishing,3
machine learning,scalability,15
machine learning,sociology,51
machine learning,theoretical computer science,7
management,publishing,3
management,transparency (behavior),6
political science,population,27
political science,theoretical computer science,3
population,sociology,28
publishing,sociology,10
scalability,sociology,8
scalability,theoretical computer science,3
scalability,transparency (behavior),13
accountability,database,4
accountability,government (linguistics),8
accountability,key (lock),5
accountability,linguistics,8
accountability,philosophy,13
business,key (lock),80
business,resilience (materials science),37
business,scalability,19
business,thermodynamics,37
corporate governance,database,6
corporate governance,key (lock),15
corporate governance,physics,14
corporate governance,resilience (materials science),6
corporate governance,scalability,3
corporate governance,thermodynamics,3
data governance,database,10
data governance,government (linguistics),7
data governance,key (lock),6
data governance,linguistics,6
data governance,philosophy,9
data governance,physics,6
data protection act 1998,database,8
data protection act 1998,government (linguistics),7
data protection act 1998,key (lock),11
data protection act 1998,linguistics,12
data protection act 1998,philosophy,19
data protection act 1998,resilience (materials science),3
data protection act 1998,scalability,3
data quality,database,16
data quality,government (linguistics),5
data quality,key (lock),6
data quality,linguistics,6
data quality,philosophy,20
data quality,physics,10
data quality,scalability,4
database,finance,9
database,government (linguistics),7
database,linguistics,11
database,metric (unit),15
database,philosophy,22
database,physics,26
database,resilience (materials science),4
database,thermodynamics,4
finance,government (linguistics),33
finance,key (lock),13
finance,linguistics,38
finance,resilience (materials science),9
finance,thermodynamics,8
government (linguistics),key (lock),8
government (linguistics),marketing,21
government (linguistics),metric (unit),4
key (lock),linguistics,13
key (lock),marketing,22
key (lock),metric (unit),6
key (lock),philosophy,26
key (lock),scalability,6
key (lock),transparency (behavior),9
linguistics,marketing,25
linguistics,metric (unit),5
linguistics,scalability,3
marketing,philosophy,60
marketing,physics,21
marketing,resilience (materials science),4
marketing,scalability,6
marketing,thermodynamics,3
metric (unit),philosophy,18
metric (unit),physics,9
metric (unit),scalability,4
philosophy,resilience (materials science),3
philosophy,scalability,6
philosophy,thermodynamics,4
physics,scalability,11
resilience (materials science),scalability,3
resilience (materials science),transparency (behavior),3
scalability,thermodynamics,3
thermodynamics,transparency (behavior),3
archaeology,interoperability,4
archaeology,paleontology,4
archaeology,systems engineering,4
biology,engineering management,11
biology,history,10
context (archaeology),engineering management,4
context (archaeology),history,13
context (archaeology),interoperability,10
context (archaeology),scale (ratio),5
engineering management,interoperability,3
engineering management,paleontology,4
engineering management,physics,3
engineering management,systems engineering,13
engineering management,world wide web,22
history,interoperability,3
history,paleontology,3
history,physics,6
history,systems engineering,3
history,world wide web,17
interoperability,paleontology,11
interoperability,physics,12
interoperability,quantum mechanics,4
interoperability,systems engineering,8
paleontology,scale (ratio),5
physics,systems engineering,23
quantum mechanics,systems engineering,17
systems engineering,world wide web,24
architecture,cloud computing,12
architecture,data science,25
architecture,distributed computing,12
architecture,enhanced data rates for gsm evolution,4
architecture,federated learning,5
architecture,trustworthiness,5
art,chemistry,3
art,cloud computing,16
art,data science,33
art,distributed computing,15
art,enhanced data rates for gsm evolution,5
art,federated learning,4
art,trustworthiness,5
artificial intelligence,biochemistry,42
artificial intelligence,chemistry,49
artificial intelligence,gene,37
artificial intelligence,robustness (evolution),24
biochemistry,cloud computing,7
biochemistry,context (archaeology),10
biochemistry,distributed computing,6
biochemistry,federated learning,4
biochemistry,operating system,20
biochemistry,paleontology,7
biology,federated learning,8
chemistry,cloud computing,8
chemistry,context (archaeology),9
chemistry,distributed computing,8
chemistry,federated learning,4
chemistry,operating system,26
chemistry,paleontology,8
cloud computing,gene,6
cloud computing,robustness (evolution),4
cloud computing,trustworthiness,3
cloud computing,visual arts,15
computer security,enhanced data rates for gsm evolution,37
context (archaeology),federated learning,6
context (archaeology),gene,9
context (archaeology),robustness (evolution),5
context (archaeology),trustworthiness,3
data science,visual arts,27
distributed computing,federated learning,9
distributed computing,gene,6
distributed computing,robustness (evolution),5
distributed computing,trustworthiness,3
distributed computing,visual arts,15
enhanced data rates for gsm evolution,trustworthiness,3
enhanced data rates for gsm evolution,visual arts,5
federated learning,gene,4
federated learning,operating system,10
federated learning,paleontology,7
federated learning,robustness (evolution),5
federated learning,trustworthiness,6
federated learning,visual arts,4
gene,operating system,20
gene,paleontology,7
operating system,robustness (evolution),10
operating system,trustworthiness,6
paleontology,robustness (evolution),5
paleontology,trustworthiness,3
trustworthiness,visual arts,5
accounting,internet privacy,10
audit,internet privacy,4
biology,cybercrime,10
biology,evolutionary biology,33
biology,extant taxon,15
biology,risk management,18
business,cybercrime,35
business,evolutionary biology,17
business,extant taxon,9
computer science,evolutionary biology,32
computer science,extant taxon,14
computer security,evolutionary biology,17
computer security,extant taxon,8
cybercrime,finance,13
evolutionary biology,extant taxon,15
evolutionary biology,finance,6
evolutionary biology,risk management,3
evolutionary biology,world wide web,3
extant taxon,finance,4
finance,the internet,25
