Id,Frequency
S. Ramamoorthy,1
Sonia Martínez Requejo,1
Sara Redondo Duarte,1
Eva Jiménez-García,1
Judit Ruíz-Lázaro,1
Sagarika Ghosh,1
Srinivas Sampalli,2
Himanshu Gauttam,1
Garima Nain,1
K. K. Pattanaik,1
Paulo Renato da Costa Mendes,1
Maad M. Mıjwıl,4
Omega John Unogwu,1
Youssef Filali,1
Indu Bala,2
Humam Al-Shahwani,1
Henriikka Mustajoki,1
Jonni Karlsson,1
André Hanelt,1
René Bohnsack,1
David Marz,1
Claudia Marante,1
Tatiana Chakravorti,1
Sanjana Gautam,1
Sarah Rajtmajer,1
Maryam Roshanaei,3
Mahir R. Khan,2
Natalie N. Sylvester,2
Benjamin Blakely,1
Joaquín Chung,1
Alec Poczatek,1
Ryan Syed,1
Raj Kettimuthu,1
Giuseppe Cascavilla,2
Damian A. Tamburri,1
Willem-Jan Van Den Heuvel,1
Mamoona Majid,1
Shaista Habib,1
Gautam Srivastava,7
Jerry Chun‐Wei Lin,1
Ilias Siniosoglou,1
Panagiotis Radoglou‐Grammatikis,5
Georgios Efstathopoulos,3
Panagiotis Fouliras,1
Enoch Oluwabusayo Alonge,1
Nsisong Louis Eyo-Udo,2
Bright Chibunna Ubanadu,2
Andrew Ifesinachi Daraojimba,4
Emmanuel Damilare Balogun,1
Kolade Olusola Ogunsola,1
Nianliang Ding,1
Xiaoshu Xu,1
Jia Liu,2
Rong Zheng,1
Vivian Ngan-Lin Lei,1
Qin An,1
Federico Cugurullo,3
Rohit Kumar Verma,1
Samrat Patel,1
Saviour Viyadis Minj,1
Aruna Bhat,1
Sajid Ali,1
Tamer Abuhmed,2
Shaker El–Sappagh,2
Khan Muhammad,3
José M. Alonso,1
Roberto Confalonieri,3
Riccardo Guidotti,2
Salwa Razaulla,1
Claude Fachkha,1
Christine Markarian,1
Amjad Gawanmeh,1
Wathiq Mansoor,3
Benjamin C. M. Fung,2
Chadi Assi,1
Japhet Kaijage Kashaija,1
Jane Lissah,1
Simon Elias Bibri,9
John Krogstie,7
Amin Kaboli,1
Yuchen Niu,1
Siew-Kei Lam,1
Shahrin Sadik,1
Mohiuddin Ahmed,2
Leslie F. Sikos,2
Memoona Sadaf,1
Zafar Iqbal,1
Irum Saba,1
Sajid Majeed,1
Arooj Raza,1
Venkata Tadi,1
Amr Adel,2
John Michael Gaziano,1
John Concato,1
Mary T. Brophy,1
Louis D. Fiore,1
Saiju Pyarajan,1
James L. Breeling,1
Stacey B. Whitbourne,1
Jennifer E. Deen,1
Colleen Shannon,1
Donald E. Humphries,1
Peter Guarino,1
Mihaela Aslan,1
Daniel R. Anderson,1
Rene LaFleur,1
Timothy G. Hammond,1
Kendra L. Schaa,1
Jennifer Moser,1
Grant D. Huang,1
Sumitra Muralidhar,1
Ronald M. Przygodzki,1
Timothy J. O’Leary,1
Adewale Daniel Sontan,1
Segun Victor Samuel,1
Muhammad Fahad Zia,2
Mohamed Benbouzid,2
Elhoussin Elbouchikhi,1
S. M. Muyeen,4
Kuaanan Techato,1
Josep M. Guerrero,4
Rupali Gangarde,1
Ambika Pawar,3
Amit Sharma,2
Chima Abimbola Eden,1
Idowu Sulaimon Adeniyi,1
Rana Alabdan,1
Johannes Bhanye,1
Ruvimbo Shayamunda,1
Violeta Sima,1
Ileana Georgiana Gheorghe,1
J. Subić,1
Dumitru Nancu,1
Sajid Nazir,1
Shushma Patel,1
Dilip Patel,1
Gavin M. Schwarz,1
Dave Bouckenooghe,1
Benjamin Phillips,1
McArthur Fundira,1
Charles Mbohwa,3
Jennifer K. Wagner,1
Siti Marisa,1
Gunawan Gunawan,1
Evi Susilawati,1
Sk Tahsin Hossain,1
Kien Nguyen,1
Yue Xu,1
Taeguen Kim,1
Eul Gyu Im,1
Myles Joshua Toledo Tan,1
Nicholle Mae Amor Tan Maravilla,1
Chaman Sab,1
Mueen Ahamed KK,1
Vitthal T. Bagalkoti,1
Lukáš Malina,2
Pavel Šeda,1
Zdeněk Martinásek,1
Jiří Pokorný,1
Martin Šrotýř,1
Miroslav Vaniš,1
Zdeněk Lokaj,1
Osama Mustafa,1
Khizer Ali,1
Talha Naqash,1
John Heland Jasper C. Ortega,1
John Angelo M. Repollo,1
Yiyuan Yang,1
Guodong Long,1
Qinghua Lu,2
Liming Zhu,2
Jing Jiang,3
Chengqi Zhang,1
Richard Douglas Kamara,1
K. Rajasekar,1
D. Vezhaventhan,1
Aggeliki Tsohou,1
Vasiliki Diamantopoulou,1
Stefanos Gritzalis,1
Costas Lambrinoudakis,1
Ezgi Yıldırım Saatçi,1
Michael Gitlin,1
Paul Grof,1
Lars Vedel Kessing,2
Maria Faurholt‐Jepsen,2
Emanuel Severus,1
Inioluwa Deborah Raji,3
Andrew Smart,2
Rebecca N. White,1
Margaret Mitchell,2
Timnit Gebru,1
Ben Hutchinson,1
Jamila Smith-Loud,1
Daniel Theron,1
Parker Barnes,1
Qinyi Liu,1
Ronas Shakya,1
Jelena Jovanović,1
Mohammad Khalil,2
Javier de la Hoz‐Ruiz,1
Luc Rocher,1
Julien M. Hendrickx,1
Yves-Alexandre de Montjoye,2
Federico Casolari,2
Nesreen A. Salim,1
Muna Barakat,1
Ala’a B. Al‐Tammemi,1
Narongsak Sukma,1
Siriporn Yamnill,1
Wim Naudé,2
Jeffrey E. Anderson,1
Carlin A. Nguyen,1
Gerardo J. Moreira,1
Ying Dong,1
Bingyuan Min,1
António Lopes,1
Henrique São Mamede,2
Leonilde Reis,1
Arnaldo Santos,1
Somya Ranjan Sahoo,1
Jyoti Kaubiyal,1
Anbesh Jamwal,1
Rajeev Agrawal,1
Monica Sharma,1
Antonio Giallanza,1
Joseph C McBee,1
Daniel Y Han,1
Leah Ma,1
Donald Adjeroh,1
Dong Xu,1
Gangqing Hu,1
Atmesh Mahapatra,1
Abhinandan Singal,1
Divyansh Goel,1
Kaizhu Huang,1
Simone Scardapane,1
Indro Spinelli,1
Amir Hussain,3
Sachin Kumar,1
Prayag Tiwari,1
Mikhail Zymbler,1
Faten Atigui,1
Fayçal Hamdi,1
Nadira Lammari,1
Samira Si-Saïd Cherfi,1
Roba Alsaigh,1
Rashid Mehmood,5
Iyad Katib,2
Xiaohui Liang,1
Abdullah Alshanqiti,1
Juan M. Corchado,5
Simon See,1
Meraj Farheen Ansari,1
Bibhu Dash,1
Pawankumar Sharma,1
Nikhitha Yathiraju,2
Mehdi Kaddouri,1
Khalid Mhamdi,1
Abdelhafid Jabri,1
Mohamed Boukare,1
Sabrine Jmad,1
Francisco Sales de Lima Filho,1
Frederico Augusto Fernandes Silveira,1
Agostinho de Medeiros Brito,1
Genoveva Vargas‐Solar,1
Luiz F. Q. Silveira,1
Padmashree Gehl Sampath,1
Fiona Tregenna,1
Shriya Pingulkar,1
Dipti Pawade,1
Guma Ali,3
Bosco Apparatus Buruga,1
Mostafa Abotaleb,1
Ioannis Adamopoulos,1
Shahid Munir Shah,1
Rizwan Ahmed Khan,2
George Wilson,1
Oliver Johnson,1
William L. Brown,1
Shier Nee Saw,1
Kwan Hoong Ng,1
Supaprawat Siripipatthanakul,1
Penpim Phuangsuwan,1
Pongsakorn Limna,2
Muthmainnha,1
Sutithep Siripipattanakul,1
Chok Nyen Vui,1
Parichat Jaipong,1
Rounak Verma,1
Findlay MacAskill,1
Anna Kim,1
Nicholas Raison,1
Prokar Dasgupta,1
Raymond Cheng,1
Fan Zhang,2
Jernej Kos,1
Warren He,2
Nicholas Hynes,1
Noah M. Johnson,1
Ari Juels,2
Andrew Miller,3
Dawn Song,3
Jinyoung Hwang,1
Sampath Rajapaksha,1
Harsha Kalutarage,2
M. Omar Al-Kadri,2
Andrei Petrovski,1
Garikayi Madzudzo,1
Madeline Cheah,1
Hazim Shakhatreh,1
Ahmad Sawalmeh,1
Ala Al‐Fuqaha,3
Zuochao Dou,1
Eyad Almaita,1
Issa Khalil,2
Noor Shamsiah Othman,1
Abdallah Khreishah,2
Buzhen He,1
Tao Feng,2
Shivam Hans,1
Raman Kumar,3
Arti Badhoutiya,1
F. Khan,1
Ashima Juyal,1
Ahmed Alkhayyat,1
Ramonito Ariel Cabasan,1
Andreas G. Andreou,1
Philip Brey,2
Tally Hatzakis,2
A. S. Kirichenko,1
Kevin Macnish,4
Stéphanie Laulhé Shaelou,1
Alpesh Patel,1
Mark Ryan,4
David Wright,2
Nancy Kassam‐Adams,1
Kristi Thompson,1
Marit Sijbrandij,1
Grete Dyb,1
Anton Khriapynskyi,1
Іhоr Khmyrov,1
Ivo Svoboda,1
Mykhailo Shevchuk,1
V. A. Yastrebova,1
Laith Alzubaidi,3
Jinshuai Bai,2
Aiman Al-Sabaawi,2
José Santamaría,2
A. S. Albahri,4
Bashar Sami Nayyef Al-dabbagh,1
Mohammed A. Fadhel,3
Mohamed Manoufali,2
Jinglan Zhang,2
Ali H. Al‐Timemy,1
Ye Duan,2
Amjed Abdullah,1
Laith Farhan,1
Yi Lu,1
Felix Albu,1
Amin Abbosh,2
Yuantong Gu,3
Igor Saenko,1
Igor Kotenko,1
Mazen All-Barri,1
Steffen Fritz,2
Linda See,2
Tyler Carlson,1
Jessica L. Oliver,1
Rosy Mondardini,1
Martin Brocklehurst,1
Lea Shanley,1
Sven Schade,2
Uta Wehn,2
Tommaso Abrate,1
Janet Anstee,1
Stephan Arnold,1
Matthew Billot,1
Jillian Campbell,1
Jessica Espey,1
Shan He,1
Libby Hepburn,2
Angel Hsu,1
Deborah Long,1
Joan Masó,1
Ian McCallum,1
Maina Muniafu,1
Inian Moorthy,1
Michael Obersteiner,1
A. Parker,1
Maike Weißpflug,1
Sarah West,1
Jason Thomas,2
Andrey Y. Rodionov,1
Miloud Bagaa,3
Tarik Taleb,3
Jorge Bernal Bernabé,3
Antonio Skármeta,5
Fredrick Kayusi,1
Petros Chavula,1
Michael Keari Omwenga,1
Linety Juma,1
Bismark Agura Kayus,1
Rubén González Vallejo,1
Rashmi Mishra,1
Vijayanand Bharadwaj,1
Seun Solomon Bakare,2
Adekunle Oyeyemi Adeniyi,3
Chidiogo Uzoamaka Akpuokwe,2
Nkechi Emmanuella Eneh,3
Sagar Samtani,3
Hongzhi Yin,2
Yizhou Sun,1
Guandong Xu,2
Evangelos Kanoulas,1
Lilian Edwards,2
Michael Veale,4
Paula Kivimaa,1
Falih Suaedi,1
Muhammad Zulfikar,1
Noshina Tariq,5
Muhammad Asim,1
Feras Al‐Obeidat,1
Muhammad Zubair Farooqi,1
Tharaka Hewa,1
Clement Odooh,1
Regina Robert,1
Efijemue Oghenekome Paul,1
Mark Coeckelbergh,1
Marcos López de Prado,1
Linglong Dai,1
Bichai Wang,1
Zhaocheng Wang,1
Sheng Chen,1
Florian J. Egloff,2
Max Smeets,1
Petar Radanliev,15
Ahmet Ali Süzen,1
Hossam Haddad,1
Esraa Esam Alharasis,1
Jihad Fraij,1
Nidal Mahmoud Al-Ramahi,1
Arjen Boin,2
Magnus Ekengren,2
Mark Rhinard,2
Abdelmounim Bouziane,1
Karima Bouziane,1
Mansi Bhavsar,1
John Kelly,1
Odeyomi Olusola,1
Robert Chesney,1
Danielle Keats Citron,2
Chunguang Bai,1
Patrick Dallasega,1
Guido Orzes,2
Joseph Sarkis,1
Guillaume Raschia,1
Martin Theobald,1
Ioana Manolescu,1
Chaitanya Gupta,1
Ishita Johri,1
Kathiravan Srinivasan,3
Yuh‐Chung Hu,1
Saeed Mian Qaisar,1
Kuo-Yi Huang,1
Becky Inkster,1
Peggy Loo,1
Bilal A. Mateen,2
Andrea Stevenson,1
Tianchen Zhou,1
Zhanyi Hu,1
Bingzhe Wu,1
Cen Chen,1
Mehdi Dadkhah,1
Jing Chen,1
Elaine Henry,1
Xi Jiang,1
Tareq Rasul,1
Sumesh Nair,1
Diane Robyn Kalendra,1
Mulyadi Robin,1
Fernando de Oliveira Santini,1
Wagner Júnior Ladeira,1
Mingwei Sun,1
Ingrid Day,1
Raouf Ahmad Rather,1
Liz Heathcote,1
Xiaofeng Zhang,1
William K. Cheung,1
Yunming Ye,1
Natalia Shchepkina,1
Dounia Marbouh,1
Tayaba Abbasi,1
Fatema Maasmi,1
Ilhaam A. Omar,2
Mazin Debe,2
Samer Ellahham,1
Kanchan Naithani,1
Shrikant Tiwari,1
Ekaterina V. Voevodina,1
Samuel Teuber,1
Bernhard Beckert,1
Abdullah Al Mamun,1
Sami Azam,7
Simeon Ayoade Adedokun,1
Dorcas Atinuke Adedokun,1
Stella Kehinde Ogunkan,1
Olufunke Kemi Ogunniyi,1
Maria Demertzis,1
Silvia Merler,1
Guntram B. Wolff,1
Uthra Sridhar,1
Sandra Luo,1
P. S. Aithal,5
Ihor Diorditsa,1
Kateryna Katerynchuk,1
Armenui Telestakova,1
Nataliia V. Kulak,1
A.A. Nastiuk,1
Charul Sharma,1
Ritik Srivastava,1
Anmol Rajput,1
R. Mukherjee,1
Siddharth Chandra,1
Vahid Heydari,1
Kofi Nyarko,1
Haula Sani Galadima,1
Cormac Doherty,1
Nick Mc Donald,1
Junli Liang,1
Rob Brennan,1
K. Venkatesan,1
Syarifah Bahiyah Rahayu,1
Sourabh Kumar Singh,1
Ch. Venkaiah,1
Muhammad Nasir Mumtaz Bhutta,2
Amir A. Khwaja,1
Adnan Nadeem,2
Hafiz Farooq Ahmad,1
Moataz Hanif,1
Houbing Song,1
Majed Alshamari,1
Min Wang,1
Hussein A. Abbass,1
Hao Lü,1
Safal Antony,1
T. Sabari,1
Rose Joshua,1
N. Jayapandian,1
Zeynep Engin,1
Philip Treleaven,2
Andrew I.R. Maas,2
David Menon,1
P. David Adelson,1
Nada Anđelić,1
M. J. Bell,1
Antonio Belli,1
Peter Bragge,1
Alexandra Bražinová,2
András Büki,1
Randall M. Chesnut,1
Giuseppe Citerio,1
Mark Coburn,1
D. James Cooper,1
A. Tamara Crowder,1
Endre Czeiter,1
Marek Czosnyka,1
Ramon Diaz‐Arrastia,1
Jens P. Dreier,1
Ann‐Christine Duhaime,1
Ari Ercole,2
Thomas A. van Essen,1
Valery L. Feigin,1
Guoyi Gao,1
Joseph T. Giacino,1
Laura E. González-Lara,1
Russell L. Gruen,1
Deepak Gupta,2
Jed A. Hartings,1
Sean Hill,1
Jiyao Jiang,1
Naomi Ketharanathan,1
Erwin J. O. Kompanje,2
Linda Lanyon,1
Steven Laureys,1
Fiona Lecky,1
Harvey S. Levin,1
Hester F. Lingsma,1
Marc Maegele,1
Marek Majdán,1
Geoffrey T. Manley,1
Jill A. Marsteller,1
Luciana Mascia,1
Charles McFadyen,1
Stefania Mondello,1
Virginia Newcombe,1
Aarno Palotie,1
Paul M. Parizel,1
Wilco C. Peul,1
James Piercy,1
Suzanne Polinder,1
Louis Puybasset,1
Todd E. Rasmussen,1
Rolf Rossaint,1
Peter Smielewski,1
Jeannette A. E. Söderberg,1
Simon Stanworth,1
Murray B. Stein,1
Nicole von Steinbüchel,1
William Stewart,1
Nino Stocchetti,1
Anneliese Synnot,1
Braden Te Ao,1
Olli Tenovuo,1
Alice Theadom,1
Dick Tibboel,1
Walter Videtta,1
Kevin Wang,1
W. Huw Williams,1
Lindsay Wilson,1
Kristine Yaffe,1
Hadie Adams,1
Vanni Agnoletti,1
Judith Allanson,1
Krisztina Amrein,1
Norberto Andaluz,1
Audny Anke,1
Anna Degli Antoni,1
Arjan Bastiaan van As,1
Gérard Audibert,1
A. Azaševac,1
Philippe Azouvi,1
Maria Luisa Azzolini,1
Camelia Baciu,1
Rafael Badenes,1
Karen Barlow,1
Ronald Bartels,1
Ursula Bauerfeind,1
Miriam H. Beauchamp,1
Darcy Beer,1
Ronny Beer,1
F. J. Belda,1
Bo‐Michael Bellander,1
Rémy Bellier,1
Habib Benali,1
Thierry Bénard,1
Valzerda Beqiri,1
Luigi Beretta,1
Françis Bernard,1
Guido Bertolini,3
Georgia Livieri,1
Charikleia Anastasopoulou,1
Konstantina Briola,1
Παναγιώτα Νικολοπούλου,1
Iris-Panagiota Efthymiou,1
Zhao Changqing,1
Lingxia Liao,1
Guomin Chen,1
Jason M. Pittman,1
Garima Bajwa,1
Joshua J. Joseph,1
Nicholas Keller,1
Sarfaraz K. Niazi,2
Zamara Mariam,1
Ramesh Pingili,1
Libby Kinsey,2
Anat Elhalal,2
Mohaimenul Azam Khan Raiaan,1
Md. Saddam Hossain Mukta,1
Kaniz Fatema,2
Nur Mohammad Fahad,1
Sadman Sakib,1
Most. Marufatul Jannat Mim,1
Jubaer Ahmad,1
Mohammed Eunus Ali,1
Fang Zhao,1
Jiajun Feng,1
Wenjun Zhu,1
Ruili Huang,1
Norkobilov Akobir,1
Alain April,1
Khaled B. Letaief,1
Yuanming Shi,1
Jianmin Lu,1
Jianhua Lu,1
Tanpat Kraiwanit,1
Kris Jangjarat,1
Prapasiri Klayklung,1
Piyawatjana Chocksathaporn,1
Betsy Uchendu,1
Maria Bada,2
Steven Furnell,2
Teddy Markus Zakaria,1
Armein Z. R. Langi,1
Muhamad Sophian Nazaruddin,1
Isa Anshori,1
Jiaxing Du,1
Nahid Neoaz,1
M. H. S. Amin,1
W Priestman,1
Tony Anstis,1
Isabel G Sebire,1
Shankar Sridharan,1
Neil J. Sebire,2
Anam Nazir,1
Gauri Vaidya,1
Prabhleen Bindra,1
Meghana Kshirsagar,1
Sharvari Tamane,1
Ali Al-Lawati,1
Lu­ís Soares Barbosa,2
Sayeed Anwar,1
Ujjeisheei Panda,1
Hitesh Mohapatra,1
Chavali Pooja,1
Ria Mookerjee,1
Christopher J Markiewicz,1
Krzysztof J Gorgolewski,1
Franklin Feingold,1
Ross Blair,1
Yaroslav O Halchenko,1
Eric Miller,1
Nell Hardcastle,1
Joe Wexler,1
Oscar Esteban,1
Mathias Goncavles,1
Anita Jwa,1
Russell Poldrack,1
Marco Eichelberg,1
Klaus Kleber,1
Marc Kämmerer,1
Yutian Liu,1
Rui Fan,1
Vladimir Terzija,1
Olga Ievsieieva,1
Halyna Matskiv,1
Наталія Райтер,1
Олександр Михайлович Момот,1
Anatolii M. Shysh,1
Rami Hanandeh,1
Zeyad Alkhazali,1
Khaled M.K. Alhyasat,1
Ali Mistarihi,1
Qais Kilani,1
Didit Suprihanto,1
Retantyo Wardoyo,1
Deqing Zou,1
Xinyu Ou,1
Hai Jin,3
Sujuan Wang,1
Zhijun Deng,1
Yuyi Zhong,1
Н. И. Подкорытова,1
И. Г. Лакизо,1
E. B. Artemyeva,1
Christian Ohmann,5
Rita Banzi,1
Steve Canham,2
Serena Battaglia,1
Mihaela Matei,1
Christopher Ariyo,1
Lauren B. Becnel,1
Barbara E. Bierer,1
Sarion R. Bowers,2
Luca Clivio,1
Monica Dias,1
Christiane Druml,1
Hélène Faure,1
Martin Fenner,1
José Luis Vingut Gálvez,1
Davina Ghersi,1
Christian Gluud,1
Trish Groves,1
Paul D. Houston,1
Ghassan Karam,1
Dipak Kalra,2
Rachel L Knowles,1
Karmela Krleža-Jerić,1
Christine Kubiak,1
Wolfgang Kuchinke,2
Rebecca Kush,1
Ari Lukkarinen,1
Pedro Silverio Marques,1
Andrew Newbigging,1
Jennifer E. O’Callaghan,1
Philippe Ravaud,1
Irene Schlünder,2
Daniel Shanahan,1
H. Sitter,1
Dylan Spalding,1
Catrin Tudur Smith,1
Peter Van Reusel,1
Evert-Ben van Veen,1
Gerben Rienk Visser,1
Julia L. Wilson,1
Jacques Demotes‐Mainard,1
Osama Alkadi,1
Onesimus John Waino,1
Steven R. David,1
Rahim Moineddin,1
Marcelo L. Urquía,1
Lan Huang,1
Robert Panadés,1
Oriol Yuguero,1
Irene Samanta,1
Nikolaos Arkoudis,1
James Andrew Henry,1
Yiping Ma,1
Xinjin Li,1
Shiyu Hu,1
Shiqing Liu,1
Kang Hao Cheong,1
Leanne Wiseman,2
Jay Sanderson,1
Airong Zhang,1
Emma Jakku,1
Adeeb M. Jarrah,1
Yousef Wardat,1
Patrícia Fidalgo,1
J. Viji Gripsy,1
Bobby Lukose,1
L. Sheeba,1
John T Mesia Dhas,1
R. Jayasree,1
N. Brindha,1
Monica Lagazio,1
Nazneen Sherif,1
Mike Cushman,1
Davood Ghorbanzadeh,1
Biju Theruvil Sayed,1
Hitmi Khalifa Alhitmi,1
Riyam Adnan Hasan,1
Mohammed Hasan Aldulaimi,1
KDV Prasad,1
Md Ahmad,1
Gautami Tripathi,3
Farheen Siddiqui,1
Mohammad Afshar Alam,1
Mohd Abdul Ahad,3
Mohd Majid Akhtar,1
Gabriella Casalino,3
Samiksha Shukla,1
Kritica Bisht,1
K. L. Tiwari,1
Shahid Bashir,1
M. Ramalingam,1
G. Chemmalar Selvi,1
Y. Supriya,1
G. Deepti Raj,1
Rutvij H. Jhaveri,3
B. Prabadevi,1
Weizheng Wang,2
Athanasios V. Vasilakos,3
Nestoras Chouliaras,1
George Kittes,1
Ioanna Kantzavelou,1
Grammati Pantziou,1
Abdul Majeed,4
Sungchang Lee,1
Wenjun Xiong,1
Emeline Legrand,1
Oscar Åberg,1
Robert Lagerström,1
Lucas Alves de Oliveira Lima,1
Leonardo Pinheiro Gomes,1
Pedro Henrique da Silva e Silva,1
Elzenir Freire da Silva Oliveira,1
M. do P. S. C. B. do Nascimento,1
Rafael Viêro Tourem,1
José Nilton de Araújo Gonçalves,1
Alexander da Silva Lima,1
Rodrigo Sobral,1
Ivaneth da Mota Pereira dos Santos,1
Gulsum Akkuzu,1
Benjamin Aziz,1
Alvin Huseinovic,1
Saša Mrdović,1
Kemal Biçakcı,1
Suleyman Uludag,2
Proscovia Svärd,1
Lázaro Florido‐Benítez,3
Surya Karan Singh,1
Amit Kumar Singh,1
Anthony Bisong,1
Syed Shawon M. Rahman,1
Santosh G Honavar,1
Jolou Vincent Jala,1
Julia Powles,1
Hal Hodson,1
Smruti Ranjan Das,1
Prithu Sarkar,1
Shripada Patil,1
Ritesh Sharma,1
Shikha Aggarwal,1
Melanie Lourens,1
Nithesh Naik,2
B. M. Zeeshan Hameed,2
Dasharathraj K Shetty,2
Dishant Swain,1
Milap Shah,1
Rahul Paul,2
Kaivalya Aggarwal,1
Sufyan Ibrahim,1
Vathsala Patil,2
Komal Smriti,2
Suyog Shetty,1
Bhavan Prasad,1
P. Chłosta,1
Bhaskar Somani,2
Zarif Bin Akhtar,3
Ziad Tariq Almulla,1
Hafizur Rahman,1
Shiva Maleki Varnosfaderani,1
Mohamad Forouzanfar,1
Hassan Hamad Aldboush,1
Marah Ferdous,1
Jennifer L. Gardy,1
Nicholas J. Loman,1
Savino Dambra,1
Leyla Bilge,1
Davide Balzarotti,1
Ujwala Bharambe,1
Sangita Chaudhari,1
Kaushal Patil,1
Rajkamal Rajarshi,1
Chima Nwankwo Idika,1
Edward Oziegbe Salami,1
Ramiz Salama,1
Syamsul Nor Azlan Mohamad,1
Nadia Hanin Nazlan,1
Mohammad Sholeh,1
Evi Fatimatur Rusydiyah,1
M. Yunus Abu Bakar,1
Mohammad Ali Al-Saggaf,1
Md. Abdur Rahman,1
M. Shamim Hossain,1
Mohammad Saiful Islam,1
Nabil Alrajeh,2
Ghulam Muhammad,2
Mohamed Abdel‐Basset,1
Hossam Hawash,1
Ripon K. Chakrabortty,2
Michael J. Ryan,1
Florina Mihai Leța,1
Vijay Chaudhary,1
Stefy Mathew,1
M.K. Sain,1
Idriss Djiofack Teledjieu,1
Irzum Shafique,1
YVAN NGUEMADJE PEYDHOM,1
Maria Sameen,1
KyungHyun Han,1
Seong Oun Hwang,4
Jiacheng Zhu,1
Wei Hu,2
Lingjuan Wu,1
Dan Zhu,1
Dejun Mu,1
Alison Kretser,1
Delia Murphy,1
Stefano Bertuzzi,1
Todd Abraham,1
David B. Allison,1
Kathryn J. Boor,1
Johanna Dwyer,1
Andrea Grantham,1
Linda J. Harris,1
Rachelle D. Hollander,1
Chavonda Jacobs-Young,1
Sarah Rovito,1
Dorothea K. Vafiadis,1
Catherine E. Woteki,1
Jessica Wyndham,1
Rickey Y. Yada,1
Cosmas Ifeanyi Nwakanma,4
Love Allen Chijioke Ahakonye,2
Judith Nkechinyere Njoku,2
J. C. Odirichukwu,1
Stanley Adiele Okolie,1
Chinebuli Uzondu,1
Christiana Chidimma Ndubuisi Nweke,1
Dong‐Seong Kim,3
Kuldeep Singh Kaswan,1
Jagjit Singh Dhatterwal,1
Anupam Baliyan,1
Shalli Rani,1
M. Kalpana Devi,1
Ragam Padmaja,1
Yogesh R. Chikane,1
Rashmi Soni,1
K. Parvathi,1
K. Padma Vasavi,1
Suvarna Esther Rani Nallamelli,1
K. Gayatri,1
Soniyasri Nupa,1
Vasantha Pragada,1
Prakash Chourasia,1
Zahra Tayebi,1
Sarwan Ali,1
Murray Patterson,1
Akhilesh Kumar Pandey,1
Yiyu Zhan,1
Sayed Fayaz Ahmad,2
Muhammad Irshad,3
Muna Al‐Razgan,1
Emad Marous Awwad,1
Yasser A. Ali,1
Ahmad Y. A. Bani Ahmad,3
D. Bhanu Sravanthi,1
Sai Vamshi Challamalla,1
Tarun Chandra Manepally,1
Sai Yaswanth Reddy Legala,1
Hilal AhmadShah,1
Inzimam Ul Hassan,1
InamUl Haq,1
Mustafa Abdulkareem Salman Al-Nuaimi,1
G. Deepika,2
K. Deepthi Reddy,1
B Deepthi,1
N. Harini,1
D. Siva Naga Srivalli,1
A. Asritha,1
A. Govardhini,1
Garige Bhavani Pujitha,1
B. Bhavani,1
P. Murthuja,1
G. Ravi Kumar,1
G. Anjan Babu,1
Elizabeth Lui,1
Rui Sun,1
"Shah, Vatsal",1
Xihan Xiong,1
Jiahao Sun,1
Davide Crapis,1
William J. Knottenbelt,1
Zhipeng Wang,1
Jothika Kumar,1
Srilakshmi Selvaraj,1
Sai Meghana Bommana,1
R Anupriya,1
Jagadeesh Gopal,1
SriramVenkata Navyakala,1
N. Padmaja,1
P. Neelima,1
Amazing Hope Ekeh,1
Charles Elachi Apeh,1
"Independent Researcher, UK",1
Chinekwu Somtochukwu Odionu,2
"Independent Researcher, Irving TX, USA",1
Blessing Austin-Gabriel,1
Thumeera R. Wanasinghe,1
Leah Wroblewski,1
Búi K. Petersen,1
Lesley James,1
Oscar De Silva,1
George K. I. Mann,1
G. ShankaraBhaskara Rao,1
P.V.V Mahesh Kumar,1
Rajasekhara Babu,1
P Saranya,1
Naveen,1
S. Bhanu Prakash,1
Bushitha Reddy Baddam,1
D. Shivani,1
Kambalapally Sriya Reddy,1
T. Sriya,1
Narayanan Srinivasan,1
S. R. Balasundaram,1
Abdullahi Abdu Ibrahim,1
Azza Alhialy,1
Ge Wang,1
Andreu Badal,1
Xun Jia,1
Jonathan S. Maltz,1
Klaus Mueller,1
Kyle J. Myers,1
Chuang Niu,1
Michael W. Vannier,1
Pingkun Yan,1
Zhou Yu,1
Rongping Zeng,1
Florian Blümel,1
Mathias Schulz,1
Ralph Breithaupt,1
Norbert Jung,1
Robert Lange,1
Jeroen van der Ham,2
Birgit Pohn,1
Lars Mehnen,1
Sebastian Fitzek,1
Kyung‐Eun Choi,1
Ralf J. Braun,1
Sepideh Hatamikia,1
Janine Felden,1
Lars Möller,1
Uwe Schindler,1
Robert Huber,1
Stefanie Schumacher,1
Roland Koppe,1
Michael Diepenbroek,1
Frank Oliver Glöckner,1
Ariel Dora Stern,2
William J. Gordon,1
Adam Landman,1
Daniel B. Kramer,1
Asegul Hulus,1
Moslem Uddin,1
Huadong Mo,1
Daoyi Dong,1
Sondoss Elsawah,2
Jianguo Zhu,2
Firuz Kamalov,1
David Santandreu Calonge,1
Ikhlaas Gurrib,1
<p>Yiqing Wang</p>,1
C. P. Sandhya,1
B. C. Manjith,1
Dennis Broeders,4
Fábio Cristiano,3
Monica Kaminska,1
Jean-Baptiste Alayrac,1
Jeff Donahue,1
Pauline Luc,1
Antoine Miech,1
Iain Barr,1
