Id,Frequency
marketing buzz,2
participatory sensing,1
collective intelligence,3
fair_dataness measure,1
futures contract,11
futures studies,7
quality management,2
information leakage,1
information loss,1
management system,7
sport management,1
adapter (computing),1
domain knowledge,5
knowledge representation and reasoning,1
word2vec,1
word embedding,3
theory of planned behavior,3
declaration of helsinki,1
computer security model,7
security convergence,1
garbage,1
thesaurus,1
cryptovirology,6
rootkit,2
static analysis,5
immunology,13
immune system,7
optical coherence tomography,1
signal processing,1
coherence (philosophical gambling strategy),2
signal (programming language),2
computer hardware,3
digital signal processing,1
covariate,1
mathematical finance,2
electronic medical record,2
calreticulin,1
myelofibrosis,1
essential thrombocythemia,1
janus kinase 2,1
polycythemia vera,1
germline mutation,1
frameshift mutation,1
myeloproliferative neoplasm,1
cancer research,5
myeloproliferative disorders,1
myeloid leukemia,1
germline,1
myeloid,1
endoplasmic reticulum,1
bone marrow,1
drug development,3
drug,3
forgetting,2
catastrophic failure,1
instant,1
instant messaging,1
social distance,3
rule of law,2
oppression,3
small and medium-sized enterprises,6
language barrier,1
patient advocacy,1
overconfidence effect,1
flowchart,2
topsis,2
financial engineering,2
narrative,16
social worlds,7
open educational resources,1
open education,1
praxis,2
macromarketing,1
marketing ethics,1
quality of life research,3
glossary,2
hierarchy,2
expectancy theory,4
explanatory power,2
unified theory of acceptance and use of technology,3
partial least squares regression,1
explanatory model,1
technology acceptance model,2
logit,2
social influence,1
behavioral modeling,2
ordinary least squares,1
pipeline transport,1
secure communication,2
communications security,1
heart disease,1
training set,2
volume (thermodynamics),4
feature extraction,13
reduction (mathematics),4
traffic analysis,2
web of things,3
estonian,1
tree (set theory),2
time series,6
series (stratigraphy),7
language acquisition,3
active listening,1
comprehension approach,1
language learning strategies,1
language industry,1
triage,3
learning disability,2
attack model,4
host (biology),1
audit trail,3
raising (metalworking),1
reference architecture,1
software architecture,1
novelty,13
style (visual arts),1
manifesto,4
mile,1
last mile (transportation),1
phone,7
neuropharmacology,1
program code,1
code generation,1
impartiality,1
machine vision,1
computer graphics,1
cognitive neuroscience of visual object recognition,1
spacecraft,2
hybrid system,1
energy engineering,1
wind power,5
ehealth,9
consumer protection,5
pledge,1
league,1
online learning,4
german,8
factory (object-oriented programming),5
german government,1
oversampling,1
stacking,2
computational science and engineering,2
news aggregator,3
procurement,6
educational leadership,1
suspect,1
rank (graph theory),2
c4.5 algorithm,2
medical research,6
coping (psychology),2
medical ethics,2
competence (human resources),5
computation,13
high-level architecture,1
clinical decision making,2
decision process,1
network management,6
catalysis,1
mhealth,17
electronic health record,3
system integration,3
patient care,6
geotechnics,1
rubric,1
throwing,1
argumentation theory,2
cognitive reframing,2
asymptomatic,1
organised crime,3
crystal twinning,1
metallurgy,1
microstructure,1
automotive engineering,4
conversation analysis,1
web application security,5
web development,7
balance (ability),7
cross-cultural,1
transnational governance,1
design science research,2
digital currency,5
blocking (statistics),1
utopia,1
cvar,1
residual risk,1
expected shortfall,1
semantic interoperability,3
health information exchange,2
health information,2
behavioral economics,3
decision analysis,1
adaptive learning,9
e learning,2
critical reflection,1
imperfect,1
building information modeling,5
compatibility (geochemistry),2
chemical engineering,2
comparative genomics,1
ensemble forecasting,1
homogeneous,2
cascading classifiers,1
random subspace method,1
externality,3
telecommunications network,7
phasor,3
electrification,6
tracing,5
mit license,1
jurisprudence,4
real estate,2
ambiguity,7
situation analysis,3
jurisdiction,7
indonesian government,1
rewriting,2
swarm behaviour,3
collaborative model,1
collaborative learning,3
construction industry,6
resistance (ecology),6
questionnaire,1
computer-assisted web interviewing,2
cripple,1
economic transformation,2
memory footprint,2
blueprint,8
gradation,1
legal aspects of computing,5
good governance,3
public trust,3
workforce development,2
mental health literacy,1
human services,1
system safety,1
health equity,8
socioeconomic status,5
civil aviation,1
probabilistic argumentation,1
argumentation framework,1
fuzz testing,4
software testing,1
symbolic execution,1
software bug,2
electric power,1
dehumanization,2
statement (logic),2
soil moisture sensor,1
geotechnical engineering,1
water content,1
ipsec,1
private network,2
gig economy,1
ethical theory,1
emerging markets,7
coding (social sciences),3
commoditization,1
steganalysis,2
steganography,3
steganography tools,2
agrochemical,1
agricultural productivity,2
dream,1
energy storage,7
peer review,3
6lowpan,1
ipv6,1
distributed computing environment,1
cultural analytics,1
business analytics,12
semantic analytics,1
business analysis,10
web modeling,3
utility computing,8
development (topology),4
obligation,4
physics education,1
moral obligation,1
comprehension,3
formal verification,3
desk,1
state owned,1
bidding,1
border security,1
member states,2
internal security,1
performance management,2
job performance,3
organizational performance,1
organizational culture,2
workforce management,2
line management,1
dynamic capabilities,3
commercialization,6
provisioning,5
return on marketing investment,2
business-to-government,2
human welfare,1
working life,1
spark (programming language),4
built environment,1
bargaining problem,1
nash equilibrium,2
economic dispatch,1
karush–kuhn–tucker conditions,1
coupling (piping),1
lagrange multiplier,1
thermal energy,1
co-simulation,1
thermal energy storage,1
thermal,1
ductal carcinoma,1
breast tumor,1
atypia,1
breast cancer,4
mistake,1
capital (architecture),1
raspberry pi,1
thresholding,2
unstructured data,3
sanity,1
bureaucracy,4
stakeholder engagement,5
digital strategy,3
biomarker,4
ex-ante,1
security awareness,9
penetration (warfare),3
access management,2
mode (computer interface),1
business continuity,5
unsupervised learning,4
dimensionality reduction,5
incident response,7
response time,3
cognitive radio,2
spectrum management,1
payload (computing),4
operability,1
dual (grammatical number),3
cultural diversity,2
network monitoring,1
network administrator,1
environmental compliance,1
environmental regulation,1
environmental monitoring,3
internet security,4
psycinfo,6
intervention (counseling),7
software peer review,1
personal software process,1
social software engineering,1
software review,1
software construction,7
software quality,1
graduate medical education,1
statutory law,3
strategic management,2
path (computing),4
mobile computing,7
mobile technology,5
mobile radio,5
schwarzschild radius,2
accretion (finance),1
valuation (finance),2
valuation of options,1
systematic risk,1
geovisualization,1
geographic information system,2
gis and public health,1
gis applications,1
information visualization,2
"failure mode, effects, and criticality analysis",1
criticality,1
nuclear physics,2
notice,5
extracorporeal membrane oxygenation,1
blood oxygenation,1
functional magnetic resonance imaging,1
citizen journalism,4
investment decisions,1
antecedent (behavioral psychology),1
credibility,7
technoscience,1
mediator,1
alternative dispute resolution,1
dispute resolution,1
disadvantage,2
anticipation (artificial intelligence),3
carbon footprint,3
converse,2
cites,2
fishery,2
login,3
promulgation,1
job design,1
philosophy of medicine,8
distributed database,4
expert system,4
telerehabilitation,1
physical medicine and rehabilitation,7
financial literacy,2
certificate,3
unbanked,2
financial security,1
international trade law,1
international law,5
trade and development,1
trade barrier,1
principle of legality,3
revolution in military affair_datas,1
military science,1
cohesion (chemistry),1
tuple,2
battery (electricity),4
computer data storage,1
neurolaw,1
prejudice (legal term),1
neuroethics,4
slicing,2
realisation,1
network architecture,5
normative model of decision-making,1
mindset,4
ignorance,2
real world evidence,1
evidence-based practice,1
language change,2
workforce planning,1
strategic human resource planning,1
turnover,1
industrial relations,1
strategic fit,1
aging in the american workforce,1
successor cardinal,1
natural disaster,3
regulatory science,3
drug approval,1
tail risk,1
financial risk management,1
stock (firearms),4
binary number,3
nuclear magnetic resonance,1
arithmetic,4
sort,1
global governance,4
rhetoric,3
multilateralism,1
stack (abstract data type),2
web traffic,1
purchasing,6
insurance policy,2
risk aversion (psychology),1
key person insurance,1
statute,2
crime prevention,2
heuristics,3
human language,2
internship,1
antibiotic resistance,2
antibiotics,2
narrative review,5
drug resistance,1
national strategy to secure cyberspace,1
industrial espionage,4
espionage,4
innovation management,2
stakeholder analysis,1
obstacle,3
patient data,2
biostatistics,1
water security,1
meaning (existential),4
fundamental rights,2
reinterpretation,1
constitutional law,1
constitutional theory,1
digital rights,3
constitutional court,1
margin of appreciation,1
international human rights law,1
constitutional right,1
social movement,1
surge capacity,1
pornography,2
curiosity,1
everyday life,4
burnout,2
nobody,1
fallacy,1
opcode,1
system call,1
educational data mining,3
market intelligence,3
multinational corporation,6
market segmentation,3
data-driven,1
embodied cognition,3
contemporary society,2
technology and society,2
differential algebraic equation,1
nonlinear system,1
inverted pendulum,1
optimal control,1
algebraic equation,1
model predictive control,1
control theory (sociology),4
lyapunov function,1
stability (learning theory),4
differential equation,1
ordinary differential equation,1
network governance,1
public management,1
clinical governance,1
ethics committee,1
financial inclusion,5
revocation,1
counterattack,1
counterintelligence,1
composability,1
smart meter,3
distributed file system,1
distributed data store,2
public key infrastructure,2
dynamics (music),2
evolutionary dynamics,1
resampling,1
financial fraud,3
executable,5
hyperparameter,7
casual,1
meta data services,2
metadata repository,2
metadata management,1
data stream,1
identifier,4
digital identity,6
web of science,6
meta-analysis,1
pediatrics,2
space (punctuation),8
management accounting,1
movement (music),2
semantic analysis (machine learning),1
semantic data model,1
sensationalism,1
gold rush,1
criminal law,5
directive on privacy and electronic communications,2
information privacy law,7
mobile cloud computing,3
telehealth,10
appeal,4
airport security,5
natural (archaeology),2
scientific discovery,1
omics,3
systems biology,1
biomarker discovery,3
behavior change,3
certainty,2
deterrence (psychology),1
microprocessor,1
turkish,2
sports biomechanics,1
technology policy,1
urban studies,1
urban computing,1
haulage,1
truck,1
mining industry,1
mining engineering,1
rope,1
persuasion,2
educational equity,1
unpacking,2
astrobiology,2
ranging,2
fault detection and isolation,3
fault (geology),8
open set,1
stockpile,1
segmentation-based object categorization,1
computational linguistics,2
art history,1
structuring,2
software design pattern,1
pattern language (formal languages),1
risk management framework,5
it risk management,9
craft,2
misuse detection,3
application programming interface,3
cultural heritage,3
avatar,2
contact tracing,9
race (biology),2
marginal distribution,1
learning styles,2
learning management,3
photovoltaic system,7
engineering physics,3
demographic economics,1
legal research,4
consumer bill of rights,1
regulatory reform,1
harassment,2
legal action,1
colonialism,2
criminalization,1
ask price,1
snapshot (computer storage),2
holy grail,1
technocracy,2
dominance (genetics),5
interfacing,1
sanctions,2
writing process,1
hidden markov model,1
network layer,1
low latency (capital markets),4
network model,1
dynamic network analysis,1
legitimation,1
cognitive model,1
accounting research,1
formal methods,3
railway system,1
arduino,1
tracking (education),6
biomedicine,4
surprise,2
invariant (physics),1
permutation (music),2
mathematical physics,1
parkinson's disease,1
magnetic resonance imaging,3
romanian,1
contingency,1
warning system,4
home security,1
smart device,3
steam engine,1
public health policy,1
lipidome,1
lipidomics,1
lipid metabolism,1
human plasma,1
replicate,1
adverse effect,1
emergency medicine,4
treatment-resistant depression,1
forestry,1
animal science,1
underwriting,1
mental state,1
economic security,1
collocation (remote sensing),1
partial differential equation,1
finite element method,1
applied mathematics,3
javascript,1
graphical user interface,2
web server,2
clickstream,1
web api,1
officer,1
international business,2
electronic business,3
behaviour change,1
norm (philosophy),3
victimisation,3
suicide prevention,4
blood transfusion,1
petabyte,2
shock (circulatory),1
on board,1
medical journal,2
trial registration,1
jpeg,1
lossy compression,1
ethical leadership,1
leadership studies,1
leadership development,1
genome browser,2
disruptive innovation,4
ccpa,1
adenosine receptor,1
agonist,1
generative design,1
network topology,2
replication (statistics),5
cuda,1
general-purpose computing on graphics processing units,1
graphics,1
diffusion mri,1
graphics processing unit,1
computational science,1
data transmission,5
customer value,1
cross disciplinary,1
computation offloading,1
computational complexity theory,1
bittorrent tracker,2
experience sampling method,1
eye tracking,2
bildung,1
reimbursement,2
specialty,2
cochrane library,2
injustice,3
capitalism,2
centrality,2
fair_data-share scheduling,1
dynamic priority scheduling,1
two-level scheduling,1
rate-monotonic scheduling,1
unilateralism,1
hegemony,1
international relations,5
protectionism,2
virtual currency,2
trade finance,2
public finance,2
environmentally friendly,2
cost reduction,1
economic cost,1
representation (politics),6
disparate impact,1
outcome (game theory),4
referral,2
distance education,3
social connectedness,3
fuzzy set,1
power electronics,1
academic advising,1
predictive modelling,2
predictive validity,1
supervised learning,2
student engagement,2
at-risk students,1
software analytics,4
spambot,2
forum spam,1
network effect,1
supply and demand,1
load management,3
the good life,1
pooling,2
sustainable business,4
audience measurement,1
implementation research,1
nudge theory,3
paternalism,2
dropout (neural networks),2
user friendly,1
antimicrobial stewardship,1
regimen,1
image manipulation,1
image retrieval,1
zero emission,1
transition (genetics),1
net (polyhedron),1
merge (version control),2
physical activity,2
activity recognition,1
randomized controlled trial,1
degree (music),1
communication in small groups,1
ledger,4
side channel attack,2
sense of agency,1
delphi method,6
factoring,2
premise,6
business model canvas,1
sustainable value,1
nursing management,1
adaptive capacity,1
complex adaptive system,1
ten commandments,1
diversification (marketing strategy),2
marketing and artificial intelligence,2
colonisation,1
ambient intelligence,1
web intelligence,4
nursing practice,1
insurance industry,1
inclusion and exclusion criteria,1
univariate,1
bivariate analysis,1
multivariate statistics,1
statistic,1
multivariate analysis,1
single point of failure,3
cloud manufacturing,2
lesion,2
melanoma,2
basal cell carcinoma,2
residual neural network,1
skin lesion,2
basal cell,2
toxicology,1
economic impact analysis,1
economic recovery,1
development economics,8
keynesian economics,3
confirmatory factor analysis,2
human factors and ergonomics,2
value proposition,3
numeracy,1
enterprise risk management,3
outreach,3
technical standard,1
absorptive capacity,1
disadvantaged,2
personal information management,1
personal information manager,1
financial cryptography,1
malpractice,1
medical malpractice,1
medical advice,1
competitive intelligence,3
determinism,1
social capital,1
corporate sustainability,1
triple bottom line,2
lead (geology),1
generator (circuit theory),3
ran,2
c-ran,1
networking hardware,2
repurposing,1
performative utterance,1
public international law,2
stock exchange,1
geographic mobility,1
human dynamics,1
individual mobility,1
census tract,1
flow map,1
building automation,3
building management system,1
load balancing (electrical power),3
disaster recovery,1
information technology management,2
legal ethics,1
homomorphic secret sharing,1
learning with errors,1
internet appliance,1
conventional pci,1
myocardial infarction,1
complementarity (molecular biology),2
decentralised system,1
water quality,1
generation y,1
commodification,3
flag (linear algebra),1
algebra over a field,1
causality (physics),1
causal inference,1
causal model,1
medical decision making,1
mobile apps,2
computational trust,4
layperson,1
natural language generation,1
information overload,2
table (database),4
panel data,1
interdiction,1
data web,1
web page,2
web mining,1
web crawler,1
html,1
news media,2
boom,3
bust,1
new normal,1
affective computing,1
"artificial intelligence, situated approach",1
health administration,1
open innovation,2
digital preservation,2
refining (metallurgy),1
security bug,3
circuit breaker,1
pareto principle,2
sewerage,1
pareto optimal,1
multi-objective optimization,1
free speech,1
private speech,1
stride,2
character (mathematics),2
philosophy of business,1
hero,1
six sigma,1
technology roadmap,2
lean manufacturing,1
lean six sigma,1
detector,4
false alarm,4
retraining,1
institutionalisation,1
social issues,2
scope of practice,1
electronic stability control,1
biorepository,1
psychoeducation,1
social impact assessment,1
collaborative filtering,1
primer (cosmetics),1
critical literacy,1
harmony (color),2
filter (signal processing),2
framing (construction),6
sustainable society,1
knowledge society,1
line (geometry),2
upstream (networking),4
downstream (manufacturing),3
design elements and principles,2
user-centered design,1
air traffic control,1
aside,1
instance-based learning,1
robot learning,1
inductive transfer,1
algorithmic learning theory,1
mobile robot,1
smart growth,1
electronic publishing,1
constellation,1
satellite constellation,1
health communication,2
service-level agreement,1
job shop scheduling,1
schedule,2
common criteria,1
certified information systems security professional,1
crowdsourcing,5
mechatronics,1
cybernetics,2
preventive healthcare,1
digital era,3
dental public health,1
evidence-based dentistry,1
new horizons,1
delegation,2
witness,3
cardiac imaging,1
cardiac magnetic resonance,1
cardiac magnetic resonance imaging,1
computed tomography,1
modality (human–computer interaction),2
cardiac ultrasound,1
wavelet,2
instructional design,4
small business,1
commodity,1
altmetrics,3
social media optimization,1
social media analytics,3
migrant workers,1
advice (programming),1
turing,1
turing test,1
knowledge economy,2
fusion,1
deep packet inspection,2
medical law,1
indigenous,1
yesterday,1
digital earth,1
depression (economics),1
person-centered therapy,1
psychodynamic psychotherapy,1
multi-level governance,2
democratization,4
selection bias,1
encyclopedia,2
democratic legitimacy,1
qualitative analysis,5
plural,1
legal positivism,1
legal profession,2
legal realism,2
container (type theory),1
restructuring,2
causation,1
human–robot interaction,1
similarity (geometry),3
data extraction,4
epigenome,1
dna methylation,1
gene expression,1
coronavirus,3
the arts,1
dissemination,2
water supply,1
smartwatch,1
liberalization,1
pathogen,1
yardstick,2
salience (neuroscience),1
responsible research and innovation,2
vanguard,1
ukrainian,1
dynamic programming,1
optimism,1
tipping point (physics),1
runtime verification,1
functional verification,1
software verification,1
verification,1
intelligent verification,1
high-level verification,1
instrumentation (computer programming),1
verification and validation,1
consequentialism,1
utilitarianism,2
complement (music),1
phenotype,2
complementation,1
educational assessment,2
judgement,1
high tech,2
frame analysis,1
guardian,1
modularity (biology),1
toolbox,2
learning sciences,2
curriculum development,1
synchronous learning,1
natural hazard,2
unemployment,1
livelihood,1
viral vector,1
vector (molecular biology),1
genetically modified organism,1
recombinant dna,1
crowds,1
social network analysis,2
virtual prototyping,1
project-based learning,1
delegate,1
terahertz radiation,1
beam (structure),1
cellular communication,2
optoelectronics,1
criminal investigation,2
guard (computer science),4
expressive power,1
formal description,1
ubiquitous computing,3
body of knowledge,2
human genetics,3
longevity,1
regenerative medicine,1
stem cell,2
turnout,1
generality,1
critical security studies,3
spare time,1
norwegian,1
adaptive neuro fuzzy inference system,1
fuzzy control system,1
patient confidentiality,1
polling,2
consumer research,1
compass,1
actigraphy,1
circadian rhythm,1
urbanism,3
task force,2
political advertising,1
template,1
emerald,1
mineralogy,1
sustainable tourism,3
citation analysis,1
co-citation,1
exploratory analysis,2
annotation,2
genome project,1
dna sequencing,3
earnings,1
word of mouth,1
zero tolerance,1
performing arts,2
quantum technology,2
quantum sensor,1
open quantum system,1
risk governance,4
critical pathways,1
sword,2
password cracking,1
keystroke logging,1
paranoia,1
tamper resistance,1
delphi,2
chaos (operating system),1
smart environment,2
waveform,1
iec 61850,3
time domain,1
frequency domain,1
respiratory system,1
respiratory monitoring,1
culpability,1
fatalism,1
skepticism,3
transferability,1
distillation,1
proposition,2
behavioral pattern,2
web engineering,1
web navigation,1
web 2.0,1
unit of account,1
store of value,1
volatility (finance),5
medium of exchange,2
ovarian cancer,1
genetic testing,1
genetic variation,1
scientific communication,1
human communication,1
models of communication,1
humanitarian logistics,1
fiduciary,2
duty,3
turning point,1
policy making,1
hospitality management studies,1
intuition,1
environmental governance,1
enterprise data management,1
business process,6
work in process,8
enterprise information system,1
high-voltage direct current,1
control system,2
direct current,1
model checking,1
redundancy (engineering),2
circular economy,3
carbon neutrality,1
industrialisation,1
life-cycle assessment,1
low-carbon economy,1
land use,1
suicidal ideation,1
bluetooth,4
syllabus,1
counterfactual thinking,4
database security,1
development aid,1
humanitarian aid,4
health literacy,1
random permutation,1
shot (pellet),1
ground zero,1
debugging,1
cross-site scripting,1
sql injection,2
sql,1
query by example,2
web search query,2
mental health care,1
victory,1
alienation,1
nursing diagnosis,1
span (engineering),1
life span,1
evidence-based policy,2
fault tree analysis,1
root cause,1
formalism (music),1
conformity assessment,1
metrology,1
quantum information science,1
quantum entanglement,1
terabyte,1
fair_data value,1
mark-to-market accounting,1
fair_data market value,1
financial accounting,1
accounting information system,2
market value,1
balance sheet,2
diligence,1
protection mechanism,1
sensitivity (control systems),2
k-nearest neighbors algorithm,2
mobile banking,2
radio-frequency identification,2
warehouse,1
discriminator,1
connotation,1
value capture,1
architecture framework,1
public opinion,1
mutual authentication,2
textile,1
human enhancement,1
sustainable agriculture,1
resource efficiency,2
devops,1
systems development life cycle,1
application security,2
software development process,1
planet,1
astrophysics,3
honesty,1
business ecosystem,3
value creation,2
property (philosophy),4
ideal (ethics),1
nursing ethics,3
baseline (sea),6
body area network,2
frequentist inference,1
cognitive neuroscience,1
computational neuroscience,1
systems neuroscience,1
bayesian inference,1
central nervous system,1
myelin,1
oligodendrocyte,1
subspace topology,1
restricted boltzmann machine,1
feature vector,1
consumer welfare,1
computer access control,2
pharmacy practice,2
clinical pharmacy,1
contrast (vision),2
human error,1
quantitative assessment,1
workbook,1
design methods,1
feeling,5
marketing strategy,1
marketing management,2
translational science,1
translational medicine,2
translational research,1
climate finance,1
self-organization,1
aes implementations,1
power analysis,2
advanced encryption standard,1
deliberation,2
deliberative democracy,1
belligerent,1
government regulation,1
oral microbiome,1
microbiome,2
dysbiosis,1
metagenomics,2
human microbiome,1
decipher,1
gut flora,1
laptop,2
observatory,1
dynamic decision-making,1
mobile malware,3
personal computer,1
cash flow,1
business risks,2
business operations,2
cornerstone,2
variable pricing,2
pricing strategies,3
outrage,1
investment theory,1
capital asset pricing model,1
dedicated short-range communications,1
beamwidth,1
active fault,1
actuator,2
seismology,7
disaster risk reduction,2
science education,1
anxiety,2
technological convergence,2
trend analysis,1
bespoke,1
r package,1
comorbidity,1
body mass index,1
pneumonia,1
retrospective cohort study,1
attack patterns,2
explosive material,1
protocol stack,1
visible light communication,1
light-emitting diode,1
fundus photography,1
retinal,1
fluorescein angiography,1
agricultural economics,2
dialog box,1
rebuttal,1
social change,2
social computing,1
social relation,1
social heuristics,1
healthcare service,2
autoregressive integrated moving average,1
autonomous system (mathematics),1
core self-evaluations,1
job attitude,1
prime (order theory),1
prime time,1
operational risk,1
electronic mail,1
signcryption,1
key space,3
scrambling,1
inductive charging,1
regression,1
integer (computer science),2
scientific publishing,2
gene isoform,1
apoptosis,1
cell culture,1
suppressor,1
transcription (linguistics),1
cell biology,2
molecular biology,1
respondent,1
distributive justice,1
interactional justice,1
geospatial metadata,1
data dictionary,1
data element,1
database catalog,1
metadata modeling,1
cryptographic hash function,2
sha-2,1
secure hash algorithm,1
hash-based message authentication code,1
message authentication code,1
quality assurance,1
external quality assessment,1
new economy,1
incident management,3
command and control,2
train,1
controller (irrigation),2
haar wavelet,1
wavelet transform,1
discrete wavelet transform,1
agronomy,2
dichotomy,1
psychological safety,1
authenticated encryption,1
cryptanalysis,1
censorship,1
convention,2
digital scholarship,1
destinations,1
tourist destinations,1
neural cryptography,1
customer base,2
financial risk,1
broadband,1
mobile broadband,1
process safety,2
sequence (biology),5
process mining,1
business process management,1
core network,1
aka,2
medical information,1
european commission,1
mobile ad hoc network,1
social security,2
personality psychology,1
big five personality traits,1
greenwashing,2
trojan horse,1
trojan,1
opposition (politics),1
publicity,1
newspaper,3
distributed power,1
due diligence,1
public healthcare,1
app store,1
social determinants of health,3
censoring (clinical trials),1
midstream,1
industrial production,1
safety assurance,1
carcinogenesis,1
cancer stem cell,1
cancer cell,1
metabolic disease,1
cell metabolism,1
surgical oncology,1
metabolism,1
cell,1
interoperation,1
personal protective equipment,1
discriminative model,1
region of interest,1
pessimism,1
humanism,1
self-confidence,1
urban metabolism,1
urban density,1
health promotion,3
threat assessment,2
financial instrument,1
corporation,1
jargon,1
code of conduct,1
upgrade,1
named-entity recognition,1
entity linking,1
information extraction,2
named entity,1
physical system,1
provenance,1
petrology,1
nuclear power,1
energy subsidies,1
energy source,1
civil liberties,1
right to privacy,3
express trust,1
bernoulli distribution,1
discrete time and continuous time,1
bernoulli's principle,1
stochastic neural network,1
multiplicative function,1
stochastic process,1
header,1
multidimensional scaling,1
pairwise comparison,1
metric space,1
blended learning,1
central bank,1
monetary policy,1
venous thromboembolism,1
european population,1
vaccination,1
surgery,1
thrombosis,1
interactivity,1
goodwill,1
mandatory access control,1
role-based access control,1
morphing,1
critically ill,1
surge,1
critical illness,1
osi model,2
interconnection,2
genome biology,1
computational genomics,1
personal genomics,2
services computing,1
collective action,1
price discrimination,2
commercial law,1
law of one price,1
mid price,1
price level,1
leakage (economics),1
battle,3
space policy,1
space exploration,1
confusion matrix,1
stressor,1
supervisor,1
concatenation (mathematics),1
human development (humanity),1
reverse engineering,1
transactional leadership,1
marketing science,1
relationship marketing,1
cultural psychology,1
action plan,1
blacklisting,1
food industry,1
food processing,2
food safety,2
information hiding,1
yield management,1
intelligent agent,1
apprehension,1
sybil attack,2
philosophy of law,1
internet service provider,1
normality,2
memorization,1
energy transition,1
panacea (medicine),2
rare disease,1
incident report,1
counterfactual conditional,1
colorectal cancer,1
behavioral analysis,1
physical access,1
watson,1
semantics (computer science),2
virtual power plant,1
epidemic model,1
basic reproduction number,1
boundary-work,1
policy analysis,1
neuromarketing,1
serious game,1
information-centric networking,1
content delivery,1
ip address,1
content centric networking,1
divergence (linguistics),1
quantitative analysis (chemistry),1
critical appraisal,2
mel-frequency cepstrum,1
cepstrum,1
health management system,1
tanzania,1
social acceptance,1
file format,1
multi-frequency network,1
quantum machine learning,1
rivalry,2
flood myth,2
flash flood,1
pluvial,1
hazard,1
application lifecycle management,1
upsampling,1
backpropagation,1
disconnection,1
distraction,1
brownfield,1
redevelopment,1
willingness to pay,1
labelling,1
energy sector,4
electoral reform,1
matrix multiplication,1
secure multi-party computation,4
multiplication (music),1
grid-connected photovoltaic power system,1
maximum power point tracking,1
inverter,1
building design,1
sustainable design,1
conceptual design,1
engineering design process,3
buffer overflow,1
possession (linguistics),1
superpower,1
global leadership,2
brain disease,1
decision engineering,1
business decision mapping,1
industrial society,1
open society,1
stylized fact,2
production theory,1
macro,1
member state,1
contest,2
grid system,1
enlightenment,1
eurobarometer,1
sampling bias,1
skew,1
sampling (signal processing),1
sample size determination,1
experimental economics,1
carbon fibers,2
composite number,2
automatic identification system,1
collision,1
maritime safety,1
multiclass classification,1
project risk management,2
extreme project management,1
opm3,1
civil infrastructure,1
interrupted time series analysis,1
reputation management,1
digital data,2
operational excellence,1
existentialism,1
exposition (narrative),1
demand side,1
mixed reality,1
creative visualization,1
mimo,1
beamforming,1
betrayal,1
bounded function,1
covert channel,1
dairy farming,1
technological change,2
market analysis,1
analogy,1
health law,1
public health law,1
international health,1
knapsack problem,1
crisis communication,1
crisis response,1
market penetration,1
genetic data,1
descriptive research,1
structural functionalism,1
great moderation,1
stratified sampling,1
volunteered geographic information,1
spatial data infrastructure,1
spatial analysis,1
mobile internet,1
android application,1
fear appeal,1
link (geometry),1
recreation,1
personnel selection,1
openflow,1
hardware security module,1
realism,1
monopolization,1
monopoly,1
nuclear engineering,2
teriflunomide,1
ofatumumab,1
multiple sclerosis,1
monoclonal antibody,1
cd20,1
antibody,1
fingolimod,1
streaming data,2
negativity effect,1
estimation,2
oracle,2
quality of experience,1
access network,1
cross-domain interoperability,1
compendium,1
functional illiteracy,1
obsolescence,1
key distribution in wireless sensor networks,2
backwardness,1
imitation,1
classical mechanics,2
gravitation,1
blackout,1
protective relay,2
relay,2
scientific modelling,1
czech,1
human trafficking,2
chart,1
service-dominant logic,1
factor analysis of information risk,1
risk-based testing,1
risk management information systems,2
tacit knowledge,1
siege,1
criticism,3
virtue ethics,1
virtue,1
post hoc,1
communication source,1
customer engagement,2
metaproteomics,1
shapley value,1
sequential game,1
cooperative game theory,1
non-cooperative game,1
screening game,1
ac power,2
medical device,1
units of measurement,1
intellectual capital,1
embeddedness,1
internet traffic,1
electronics,1
total quality management,1
electric energy,1
interview,1
expert opinion,1
biodiversity conservation,1
cronbach's alpha,2
paillier cryptosystem,2
hybrid cryptosystem,2
intermediate language,1
compiler,1
impact assessment,1
early warning system,1
byte,1
compressed sensing,1
swamp,1
anesthesiology,1
kalman filter,2
replay attack,1
smart material,1
footprint,1
nurse education,2
completeness (order theory),2
reproducibility,1
public prosecutor,1
deregulation,1
swarm intelligence,1
firefly algorithm,1
artificial bee colony algorithm,1
grassroots,1
nature versus nurture,2
parallels,2
jaccard index,1
sørensen–dice coefficient,1
external auditor,1
internal audit,3
ideal solution,1
oblivious transfer,1
security parameter,1
accelerometer,1
acceleration,1
service system,1
service innovation,1
cloud service provider,1
collective responsibility,1
responsibility to protect,1
record linkage,1
thriving,1
fragmentation (computing),2
black swan theory,1
variable renewable energy,2
twin cities,1
context awareness,1
the right to privacy,1
advisory committee,1
immunization,1
antigen,1
simplicity,1
fault injection,1
regression testing,1
maintenance engineering,1
clinical practice,2
risk prevention,1
checksum,1
pixel,2
system usability scale,1
heuristic evaluation,1
technical journalism,1
terminal (telecommunication),1
remote control,1
independence (probability theory),1
population ageing,2
healthy aging,1
independent living,1
notation,1
project commissioning,2
applied linguistics,1
theoretical linguistics,1
quantitative linguistics,1
project governance,1
theme (computing),1
speculation,2
consciousness,1
